ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
49	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	19564	19683	19652	19683	13830	13951
83	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207
87	"ENSG00000067829.20"	"IDH3G"	chrX	-	153790795	153790851	153790809	153790851	153790194	153790292
94	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526935	149527068	149500948	149501037
122	"ENSG00000281566.5"	"LINC03077"	chrX	+	98731530	98731584	98731530	98731577	98732379	98733390
147	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71554512	71554592
176	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976111	48976017	48976111	48973727	48974285
186	"ENSG00000068438.15"	"FTSJ1"	chrX	+	48481425	48481715	48481425	48481528	48482402	48482506
188	"ENSG00000251192.8"	"ZNF674"	chrX	-	46528334	46528445	46528349	46528445	46499436	46501332
189	"ENSG00000147121.16"	"KRBOX4"	chrX	+	46463197	46463308	46463197	46463293	46471141	46471185
190	"ENSG00000147121.16"	"KRBOX4"	chrX	+	46463197	46463308	46463197	46463293	46472024	46472526
191	"ENSG00000147121.16"	"KRBOX4"	chrX	+	46463197	46463308	46463197	46463293	46472752	46473594
192	"ENSG00000147121.16"	"KRBOX4"	chrX	+	46463197	46463308	46463197	46463293	46497121	46497422
199	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342494	41342836	41342494	41342653	41343215	41343351
208	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287860	38288041	38276586	38276772
210	"ENSG00000156313.15"	"RPGR"	chrX	-	38287860	38288041	38287864	38288041	38276586	38276772
216	"ENSG00000225882.2"	"LINC01456"	chrX	-	17995788	17995888	17995793	17995888	17982490	17982594
217	"ENSG00000225882.2"	"LINC01456"	chrX	-	17995788	17995888	17995793	17995888	17991275	17991324
221	"ENSG00000046651.16"	"OFD1"	chrX	+	13753367	13755242	13753367	13753441	13756577	13756767
239	"ENSG00000079974.19"	"RABL2B"	chr22	-	50783038	50783286	50783044	50783286	50782233	50782347
270	"ENSG00000167077.13"	"MEI1"	chr22	+	41758364	41758547	41758364	41758533	41759348	41759446
281	"ENSG00000239900.14"	"ADSL"	chr22	+	40346528	40346711	40346528	40346656	40349831	40353117
282	"ENSG00000239900.14"	"ADSL"	chr22	+	40346528	40346711	40346528	40346656	40353072	40353117
360	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23652478	23652576	23652480	23652576	23651411	23651529
364	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23659864	23660000	23659866	23660000	23653433	23653470
376	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23694118	23695517	23695172	23695517	23683724	23683867
377	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23694118	23695517	23695172	23695517	23686837	23686995
381	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23695133	23695517	23695172	23695517	23694118	23694421
394	"ENSG00000100038.20"	"TOP3B"	chr22	-	21962127	21962602	21962428	21962602	21960320	21960449
401	"ENSG00000099917.17"	"MED15"	chr22	+	20537116	20537215	20537116	20537204	20564449	20564688
409	"ENSG00000278558.6"	"TMEM191B"	chr22	+	18529935	18530196	18529935	18530008	18530254	18530573
425	"ENSG00000160256.14"	"SLX9"	chr21	+	44943683	44943837	44943683	44943792	44973196	44973265
472	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63733739	63733586	63733712	63734644	63734824
473	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63733775	63733586	63733712	63734644	63734824
476	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63733775	63733586	63733739	63734704	63735185
487	"ENSG00000101160.15"	"CTSZ"	chr20	-	58996638	58997753	58997602	58997753	58992761	58992821
490	"ENSG00000215440.12"	"NPEPL1"	chr20	+	58713419	58714093	58713419	58713543	58714559	58714670
500	"ENSG00000130826.19"	"DKC1"	chrX	+	154776186	154776328	154776186	154776324	154776803	154777684
514	"ENSG00000124126.14"	"PREX1"	chr20	-	48632276	48632639	48632495	48632639	48630727	48630794
521	"ENSG00000101040.20"	"ZMYND8"	chr20	-	47238757	47239138	47238895	47239138	47229725	47229806
527	"ENSG00000244558.7"	"KCNK15-AS1"	chr20	-	44716606	44716793	44716624	44716793	44709346	44709470
538	"ENSG00000174306.22"	"ZHX3"	chr20	-	41268978	41269083	41268989	41269083	41238726	41238796
553	"ENSG00000131051.24"	"RBM39"	chr20	-	35704667	35705330	35705224	35705330	35704376	35704581
554	"ENSG00000131051.24"	"RBM39"	chr20	-	35738967	35740887	35740823	35740887	35731940	35732135
561	"ENSG00000101019.22"	"UQCC1"	chr20	-	35381917	35382025	35381983	35382025	35366556	35366614
562	"ENSG00000101019.22"	"UQCC1"	chr20	-	35381925	35382025	35381983	35382025	35366556	35366614
563	"ENSG00000101019.22"	"UQCC1"	chr20	-	35381917	35382025	35381983	35382025	35374183	35374256
570	"ENSG00000101898.8"	"MCTS2"	chr20	+	31548379	31549114	31548379	31548793	31549206	31549332
594	"ENSG00000213742.9"	"ZNF337-AS1"	chr20	+	25624132	25624312	25624132	25624215	25634048	25634170
595	"ENSG00000213742.9"	"ZNF337-AS1"	chr20	+	25624133	25624426	25624133	25624215	25634048	25634170
596	"ENSG00000213742.9"	"ZNF337-AS1"	chr20	+	25639728	25639982	25639728	25639850	25645530	25645648
608	"ENSG00000101310.17"	"SEC23B"	chr20	+	18507939	18507990	18507939	18507972	18508090	18508297
609	"ENSG00000101310.17"	"SEC23B"	chr20	+	18507939	18507990	18507939	18507972	18509615	18509943
625	"ENSG00000089063.16"	"TMEM230"	chr20	-	5112729	5113042	5112742	5113042	5111499	5111605
631	"ENSG00000101365.22"	"IDH3B"	chr20	-	2659698	2660176	2660029	2660176	2659524	2659585
632	"ENSG00000101365.22"	"IDH3B"	chr20	-	2659698	2660176	2660067	2660176	2659524	2659585
633	"ENSG00000101365.22"	"IDH3B"	chr20	-	2660029	2660176	2660067	2660176	2659524	2659585
635	"ENSG00000101365.22"	"IDH3B"	chr20	-	2660456	2660829	2660696	2660829	2660262	2660365
640	"ENSG00000286787.4"	"ENSG00000286787"	chr20	-	1052257	1052446	1052300	1052446	1040988	1041115
643	"ENSG00000283515.1"	"ENSG00000283515"	chr19	+	58246300	58246427	58246300	58246390	58246710	58246794
644	"ENSG00000198131.15"	"ZNF544"	chr19	+	58230393	58230497	58230393	58230462	58237248	58237334
662	"ENSG00000105618.14"	"PRPF31"	chr19	+	54128072	54128377	54128072	54128200	54129056	54129370
664	"ENSG00000196417.13"	"ZNF765"	chr19	+	53426489	53426595	53426489	53426584	53426864	53426888
672	"ENSG00000167757.14"	"KLK11"	chr19	-	51024633	51024794	51024637	51024794	51023091	51023228
680	"ENSG00000039650.12"	"PNKP"	chr19	-	49861607	49861881	49861771	49861881	49861448	49861510
682	"ENSG00000126453.11"	"BCL2L12"	chr19	+	49669023	49669164	49669023	49669115	49670215	49670488
707	"ENSG00000160014.17"	"CALM3"	chr19	+	46608196	46608340	46608196	46608327	46608481	46608981
724	"ENSG00000131115.16"	"ZNF227"	chr19	+	44228445	44228633	44228445	44228572	44229732	44229816
756	"ENSG00000167578.18"	"RAB4B"	chr19	+	40780018	40780499	40780018	40780099	40783777	40783840
757	"ENSG00000077312.9"	"SNRPA"	chr19	+	40757331	40757504	40757331	40757441	40758783	40758869
766	"ENSG00000105197.11"	"TIMM50"	chr19	+	39482884	39482963	39482884	39482916	39485543	39485602
767	"ENSG00000105193.9"	"RPS16"	chr19	-	39433521	39433761	39433664	39433761	39433206	39433418
768	"ENSG00000105193.9"	"RPS16"	chr19	-	39433664	39435708	39435606	39435708	39433521	39433569
771	"ENSG00000130669.17"	"PAK4"	chr19	+	39168229	39168312	39168229	39168302	39168624	39168840
775	"ENSG00000198908.12"	"GPRASP3"	chrX	+	102720956	102721091	102720956	102721027	102747832	102747911
776	"ENSG00000187994.14"	"RINL"	chr19	-	38876330	38876781	38876692	38876781	38873885	38873988
781	"ENSG00000226686.11"	"LINC01535"	chr19	+	37256187	37256519	37256187	37256229	37256726	37256814
789	"ENSG00000186017.16"	"ZNF566"	chr19	-	36489473	36489561	36489485	36489561	36445118	36450001
790	"ENSG00000186017.16"	"ZNF566"	chr19	-	36489473	36489561	36489485	36489561	36473331	36473458
792	"ENSG00000232677.12"	"LINC00665"	chr19	-	36320282	36320760	36320643	36320760	36315956	36316070
793	"ENSG00000232677.12"	"LINC00665"	chr19	-	36326481	36327225	36326996	36327225	36324923	36325887
795	"ENSG00000232677.12"	"LINC00665"	chr19	-	36326052	36327225	36326996	36327225	36324925	36325764
796	"ENSG00000232677.12"	"LINC00665"	chr19	-	36326481	36327225	36326996	36327225	36324925	36325764
802	"ENSG00000075702.19"	"WDR62"	chr19	+	36102013	36102248	36102013	36102151	36102446	36102851
805	"ENSG00000075702.19"	"WDR62"	chr19	+	36102013	36102248	36102013	36102151	36102751	36102851
807	"ENSG00000075702.19"	"WDR62"	chr19	+	36102947	36103207	36102947	36103074	36103342	36103981
