ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"ENSG00000307470.1"	"ENSG00000307470"	chrKI270744.1	-	140166	140947	140776	140947	134712	134839	1	17,15,9	1,0,0	22,6,4	0,0,0	759	149	1	1.0	0.769,1.0,1.0	1.0,1.0,1.0	-0.077
8	"ENSG00000297236.1"	"ENSG00000297236"	chrKI270727.1	+	350518	350614	350518	350610	351118	351207	8	0,1,0	0,0,0	2,4,0	0,2,0	153	149	1	1.0	NA,1.0,NA	1.0,0.661,NA	0.169
19	"ENSG00000304745.1"	"ENSG00000304745"	chrGL000221.1	-	79227	80000	79827	80000	77752	77811	19	0,0,1	0,2,0	7,0,2	0,0,0	749	149	1	1.0	NA,0.0,1.0	1.0,NA,1.0	-0.5
31	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	97363	97414	97367	97414	95173	95232	31	0,0,0	43,35,41	0,2,0	55,45,33	153	149	1	1.0	0.0,0.0,0.0	0.0,0.041,0.0	-0.014
33	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	97367	97448	97371	97448	95173	95232	33	43,35,41	0,0,0	55,45,33	4,0,0	153	149	0.431178540028	1.0	1.0,1.0,1.0	0.931,1.0,1.0	0.023
80	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154561687	154561784	80	10,2,2	3,0,7	8,6,6	2,2,9	205	149	0.908452024895	1.0	0.708,1.0,0.172	0.744,0.686,0.326	0.041
83	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207	83	1861,2076,1639	0,0,0	2708,2078,1672	0,2,0	821	149	1	1.0	1.0,1.0,1.0	1.0,0.995,1.0	0.002
84	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	84	9,2,6	168,234,157	10,9,0	327,280,242	428	149	0.853130193948	1.0	0.018,0.003,0.013	0.011,0.011,0.0	0.004
85	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	85	701,830,668	0,0,0	1137,957,677	3,1,0	394	149	1	1.0	1.0,1.0,1.0	0.993,0.997,1.0	0.003
86	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	86	654,639,456	12,6,8	888,750,542	15,14,7	167	149	0.652826120047	1.0	0.98,0.99,0.981	0.981,0.98,0.986	0.001
88	"ENSG00000262919.8"	"CCNQ"	chrX	-	153598961	153599117	153598965	153599117	153596003	153596187	88	33,46,37	11,7,3	81,42,28	10,13,7	153	149	0.664723277551	1.0	0.745,0.865,0.923	0.887,0.759,0.796	0.03
89	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152959698	152959896	152963838	152963949	89	0,1,4	142,126,101	4,1,0	166,178,121	190	149	1	1.0	0.0,0.006,0.03	0.019,0.004,0.0	0.004
93	"ENSG00000197620.11"	"EOLA1"	chrX	+	149542018	149542085	149542018	149542066	149545367	149545500	93	19,22,22	48,63,40	40,25,29	67,80,40	168	149	0.40546635829	1.0	0.26,0.236,0.328	0.346,0.217,0.391	-0.043
94	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526935	149527068	149500948	149501037	94	45,28,18	1,6,2	33,48,21	11,7,11	555	149	0.0219086214333	0.3565707517332739	0.924,0.556,0.707	0.446,0.648,0.339	0.251
105	"ENSG00000125676.20"	"THOC2"	chrX	-	123620374	123620965	123620906	123620965	123619400	123619436	105	46,42,41	227,219,173	63,21,34	237,218,174	681	149	0.462817134122	1.0	0.042,0.04,0.049	0.055,0.021,0.041	0.005
106	"ENSG00000125676.20"	"THOC2"	chrX	-	123706853	123706949	123706857	123706949	123703453	123703505	106	1,0,1	115,95,78	0,0,0	127,118,61	153	149	1	1.0	0.008,0.0,0.012	0.0,0.0,0.0	0.007
107	"ENSG00000101901.13"	"ALG13"	chrX	+	111681169	111681424	111681169	111681299	111682131	111682294	107	7,8,4	21,21,26	8,15,3	45,39,31	274	149	0.681404983748	1.0	0.153,0.172,0.077	0.088,0.173,0.05	0.03
108	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682294	111682131	111682235	111684964	111685103	108	72,94,68	2,1,2	110,128,66	3,6,1	208	149	0.242036695054	1.0	0.963,0.985,0.961	0.963,0.939,0.979	0.009
109	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682300	111682131	111682235	111684964	111685103	109	16,18,18	2,1,2	39,44,22	3,6,1	214	149	0.878568919003	1.0	0.848,0.926,0.862	0.901,0.836,0.939	-0.013
110	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682300	111682131	111682294	111684964	111685103	110	0,0,0	56,76,50	2,1,2	73,85,46	155	149	0.491873876246	1.0	0.0,0.0,0.0	0.026,0.011,0.04	-0.026
114	"ENSG00000172465.14"	"TCEAL1"	chrX	+	103629493	103629573	103629493	103629561	103629884	103630953	114	21,19,17	45,56,38	13,20,13	75,72,58	161	149	0.0110572779835	0.24160899897088672	0.302,0.239,0.293	0.138,0.205,0.172	0.106
115	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103586218	103586301	103586218	103586291	103586648	103587518	115	4,12,5	667,615,590	15,11,4	1009,806,554	159	149	0.909748441374	1.0	0.006,0.018,0.008	0.014,0.013,0.007	-0.001
119	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486098	101486022	101486092	101487192	101487272	119	2,1,2	7,11,14	2,2,2	18,13,10	155	149	0.823526112914	1.0	0.215,0.08,0.121	0.097,0.129,0.161	0.01
120	"ENSG00000102385.13"	"DRP2"	chrX	+	101242903	101243098	101242903	101242982	101245016	101245077	120	6,0,4	1,0,0	5,7,5	6,3,1	265	149	1	1.0	0.771,NA,1.0	0.319,0.567,0.738	0.344
135	"ENSG00000230590.13"	"FTX"	chrX	-	74280376	74280494	74280393	74280494	74274341	74274410	135	2,0,1	5,7,8	5,1,0	14,7,7	166	149	0.158843618429	0.9915325713251271	0.264,0.0,0.101	0.243,0.114,0.0	0.003
