ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
33	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	97367	97448	97371	97448	95173	95232	33	48,50	0,1	35,20	0,2	153	149	0.719440982096	1.0	1.0,0.98	1.0,0.907	0.036
79	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154561687	154561784	79	2,8	3,1	2,0	2,1	205	149	0.0396643624558	0.2507318778168311	0.326,0.853	0.421,0.0	0.379
82	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154450028	154450099	82	455,578	3,2	676,474	0,0	345	149	1	1.0	0.985,0.992	1.0,1.0	-0.012
83	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207	83	1160,1343	2,3	1667,1189	0,1	821	149	1	1.0	0.991,0.988	1.0,0.995	-0.008
84	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	84	1,17	135,190	0,6	165,83	428	149	0.11635725089	0.5119176897047525	0.003,0.03	0.0,0.025	0.004
85	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	85	452,497	2,3	956,725	7,8	394	149	0.155441364823	0.609464715009341	0.988,0.984	0.981,0.972	0.01
86	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	86	452,398	5,8	803,583	10,10	167	149	0.945447758818	1.0	0.988,0.978	0.986,0.981	-0.001
88	"ENSG00000262919.8"	"CCNQ"	chrX	-	153598961	153599117	153598965	153599117	153596003	153596187	88	32,29	13,15	46,33	8,6	153	149	0.00832791825535	0.08421565528904137	0.706,0.653	0.848,0.843	-0.166
89	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152959698	152959896	152963838	152963949	89	1,1	107,137	4,2	267,148	190	149	1	1.0	0.007,0.006	0.012,0.01	-0.004
93	"ENSG00000197620.11"	"EOLA1"	chrX	+	149542018	149542085	149542018	149542066	149545367	149545500	93	20,19	34,42	23,4	64,44	168	149	0.0204433576244	0.15742010549920243	0.343,0.286	0.242,0.075	0.156
94	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526935	149527068	149500948	149501037	94	34,22	7,5	27,23	2,4	555	149	0.225160319508	0.7593129703408179	0.566,0.542	0.784,0.607	-0.141
95	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526935	149527068	149502086	149502223	95	34,22	0,1	25,22	0,0	555	149	1	1.0	1.0,0.855	1.0,1.0	-0.073
100	"ENSG00000165359.16"	"INTS6L"	chrX	+	135577192	135577427	135577192	135577295	135579787	135580162	100	0,0	1,0	1,0	0,0	281	149	1	1.0	0.0,NA	1.0,NA	-1.0
106	"ENSG00000125676.20"	"THOC2"	chrX	-	123620374	123620965	123620906	123620965	123619400	123619436	106	50,39	82,112	55,52	216,115	681	149	0.0973340753587	0.4530262509301416	0.118,0.071	0.053,0.09	0.023
