ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
32	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39059	38780	39019	39873	40028	32	8,1	3,0	5,2	0,0	189	149	0.074907037731	0.42176002535880835	0.678,1.0	1.0,1.0	-0.161
33	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39088	38780	39019	39873	40028	33	9,3	3,0	10,6	0,0	218	149	0.0801081168342	0.43832391777900154	0.672,1.0	1.0,1.0	-0.164
34	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39019	39873	40028	34	12,2	3,0	11,9	0,0	298	149	0.0641632968056	0.38391986490950214	0.667,1.0	1.0,1.0	-0.166
35	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39088	38780	39059	39873	40028	35	3,2	2,0	9,4	4,0	178	149	0.279732879776	0.9209792575921218	0.557,1.0	0.653,1.0	-0.048
36	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39059	39873	40028	36	9,2	2,0	16,14	4,0	298	149	0.246920060896	0.8597200852432837	0.692,1.0	0.667,1.0	0.012
37	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39088	39873	40028	37	8,6	1,2	14,17	5,2	298	149	0.701159080239	1.0	0.8,0.6	0.583,0.81	0.003
38	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39019	39873	40028	38	11,2	3,0	10,9	0,0	292	149	0.0608911717082	0.3734131801035811	0.652,1.0	1.0,1.0	-0.174
39	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39201	38785	39019	39873	40028	39	12,2	3,0	11,9	0,0	298	149	0.0641632968056	0.38391986490950214	0.667,1.0	1.0,1.0	-0.166
40	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39873	40028	40	16,2	3,0	21,13	0,0	298	149	0.0853099267415	0.45447601612772914	0.727,1.0	1.0,1.0	-0.137
41	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39059	39873	40028	41	5,1	2,0	9,7	4,0	252	149	0.33679211972	1.0	0.596,1.0	0.571,1.0	0.013
42	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39201	38785	39059	39873	40028	42	8,2	2,0	16,13	4,0	291	149	0.264349052917	0.8921954511712793	0.672,1.0	0.672,1.0	0.0
43	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39059	39873	40028	43	13,2	2,0	26,18	4,0	293	149	0.175485899106	0.7018890956137828	0.768,1.0	0.768,1.0	0.0
44	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39088	39873	40028	44	3,1	1,2	5,5	5,2	223	149	0.8273545613	1.0	0.667,0.25	0.401,0.626	-0.055
45	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39201	38785	39088	39873	40028	45	6,2	1,2	12,11	5,2	262	149	0.924343548515	1.0	0.773,0.363	0.577,0.758	-0.099
46	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39088	39873	40028	46	11,2	1,2	22,16	5,2	264	149	0.86395937562	1.0	0.861,0.361	0.713,0.819	-0.155
50	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39111	38789	39019	39873	40028	50	9,1	3,0	6,7	0,0	241	149	0.060813660904	0.3732056229220335	0.65,1.0	1.0,1.0	-0.175
51	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39770	38789	39019	39873	40028	51	12,3	3,0	12,9	0,0	298	149	0.0687417369771	0.40051125310930696	0.667,1.0	1.0,1.0	-0.166
52	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39111	38789	39059	39873	40028	52	3,0	2,0	5,5	4,0	201	149	1	1.0	0.527,NA	0.481,1.0	-0.213
53	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39770	38789	39059	39873	40028	53	9,3	2,0	17,14	4,0	298	149	0.23094022317	0.8276927737430506	0.692,1.0	0.68,1.0	0.006
54	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39111	38789	39088	39873	40028	54	1,0	1,2	1,3	5,2	172	149	0.0201493000176	0.18368469767081827	0.464,0.0	0.148,0.565	-0.124
55	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39770	38789	39088	39873	40028	55	8,7	1,2	15,17	5,2	298	149	0.697737841411	1.0	0.8,0.636	0.6,0.81	0.013
58	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39377	39115	39203	39873	40028	58	6,13	4,0	7,18	10,4	298	149	0.15537268722	0.6536004087703522	0.429,1.0	0.259,0.692	0.239
63	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39873	40055	39873	40028	40641	40872	63	5,6	13,21	2,2	16,13	176	149	0.0871733086515	0.4610868256833705	0.246,0.195	0.096,0.115	0.115
81	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140413	140516	140424	140516	137925	138140	81	4,0	2,1	4,1	2,1	160	149	0.459050171193	1.0	0.651,0.0	0.651,0.482	-0.241
86	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	142124	142240	142142	142240	140413	140516	86	1,0	11,2	0,0	8,7	167	149	1	1.0	0.075,0.0	0.0,0.0	0.037
89	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	143413	143629	143416	143629	142142	142240	89	0,0	2,0	0,1	1,6	152	149	1	1.0	0.0,NA	0.0,0.14	-0.07
95	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	148037	149494	149088	149494	142142	142240	95	0,1	3,2	3,2	1,2	298	149	0.00241571230683	0.04177284066213673	0.0,0.2	0.6,0.333	-0.367
96	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	148867	149492	149088	149492	142142	142240	96	0,1	3,2	3,2	1,2	298	149	0.00241571230683	0.04177284066213673	0.0,0.2	0.6,0.333	-0.367
99	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149031	149164	149088	149164	142142	142240	99	0,1	3,2	3,2	1,2	206	149	0.00120463787177	0.025896178124057635	0.0,0.266	0.685,0.42	-0.419
101	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149060	149494	149088	149494	142142	142240	101	0,1	3,2	3,1	1,2	177	149	0.0035537624363	0.05467518258089006	0.0,0.296	0.716,0.296	-0.358
102	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149071	149494	149088	149494	142142	142240	102	0,1	3,2	3,1	1,2	166	149	0.00304508154352	0.0495558826008403	0.0,0.31	0.729,0.31	-0.364
108	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	148037	149494	149088	149494	143416	143629	108	0,1	0,1	3,2	0,0	298	149	1	1.0	NA,0.333	1.0,1.0	-0.667
111	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	148867	149494	149088	149494	143416	143629	111	0,1	0,1	3,2	0,0	298	149	1	1.0	NA,0.333	1.0,1.0	-0.667
113	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149031	149494	149088	149494	143416	143629	113	0,1	0,1	3,2	0,0	206	149	1	1.0	NA,0.42	1.0,1.0	-0.58
114	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149060	149494	149088	149494	143416	143629	114	0,1	0,1	3,1	0,0	177	149	1	1.0	NA,0.457	1.0,1.0	-0.543
116	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	84143	84250	84143	84239	86517	86641	116	1,0	0,0	0,4	1,0	160	149	1	1.0	1.0,NA	0.0,1.0	0.5
154	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558650	154558534	154558650	154556164	154556376	154	7,5	2,4	14,3	7,1	152	149	0.941125458464	1.0	0.774,0.551	0.662,0.746	-0.041
155	"ENSG00000071889.17"	"FAM3A"	chrX	-	154507810	154507882	154507810	154507861	154508288	154508347	155	3,7	16,27	3,2	19,15	170	149	0.315335380282	0.9759568854167563	0.141,0.185	0.122,0.105	0.049
156	"ENSG00000071889.17"	"FAM3A"	chrX	-	154508473	154508652	154508473	154508597	154511847	154511871	156	7,7	46,62	2,0	94,83	204	149	3.29158936827e-05	0.001920774192956082	0.1,0.076	0.015,0.0	0.08
157	"ENSG00000071889.17"	"FAM3A"	chrX	-	154508473	154508811	154508473	154508597	154511847	154511871	157	8,12	46,62	5,11	94,83	298	149	0.0555517541002	0.3543763175323444	0.08,0.088	0.026,0.062	0.04
158	"ENSG00000071889.17"	"FAM3A"	chrX	-	154508473	154508811	154508473	154508652	154511847	154511871	158	12,16	6,7	7,14	2,0	298	149	0.00572142783513	0.07554072688570078	0.5,0.533	0.636,1.0	-0.302
159	"ENSG00000071889.17"	"FAM3A"	chrX	-	154512313	154512431	154512313	154512411	154512822	154512936	159	3,0	45,37	2,2	56,29	169	149	0.607717654311	1.0	0.056,0.0	0.031,0.057	-0.016
160	"ENSG00000203879.12"	"GDI1"	chrX	+	154438475	154438630	154438522	154438630	154437153	154437299	160	3,2	279,253	0,0	341,222	196	149	1	1.0	0.008,0.006	0.0,0.0	0.007
161	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351883	154352021	161	1177,1431	0,1	1328,1066	0,0	298	149	1	1.0	1.0,0.999	1.0,1.0	-0.0
162	"ENSG00000196924.19"	"FLNA"	chrX	-	154353000	154353221	154353000	154353204	154353295	154353457	162	10,6	630,1009	6,3	996,553	166	149	0.936572643542	1.0	0.014,0.005	0.005,0.005	0.004
164	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153931981	153930762	153930847	153932070	153932115	164	11,27	448,484	20,18	939,718	298	149	0.031209769648	0.2448852282737714	0.012,0.027	0.011,0.012	0.008
