ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39115	39203	12	17,7	0,0	24,29	7,2	245	149	0.00011159700749	0.0014033003010811495	1.0,1.0	0.676,0.898	0.213
14	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39019	39873	40028	14	52,82	3,0	68,55	0,0	1003	149	0.144965666908	0.3861805622569075	0.72,1.0	1.0,1.0	-0.14
15	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39059	39873	40028	15	46,81	2,0	67,53	4,0	963	149	0.164038798403	0.4221132789550316	0.781,1.0	0.722,1.0	0.03
16	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39088	39873	40028	16	44,81	1,2	63,51	5,2	934	149	0.129383376469	0.3564093154674827	0.875,0.866	0.668,0.803	0.135
20	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	40028	38785	39203	39873	40028	20	37,79	4,0	51,39	10,4	819	149	0.0170361947883	0.07693725870595707	0.627,1.0	0.481,0.639	0.253
21	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40872	38780	40028	40641	40872	21	30,36	13,21	47,30	16,13	762	149	0.327116244511	0.679245173661941	0.311,0.251	0.365,0.311	-0.057
22	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39873	40872	39873	40055	40641	40872	22	26,32	1,2	45,28	0,0	735	149	0.0708835040826	0.22759994728073407	0.841,0.764	1.0,1.0	-0.198
39	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	83299	84295	83299	84116	84215	84295	39	7,2	0,0	5,2	0,2	248	149	0.33702651351	0.6933403246304247	1.0,1.0	1.0,0.375	0.312
54	"ENSG00000269335.7"	"IKBKG"	chrX	+	154561687	154562953	154561687	154561784	154562809	154562953	54	1,0	2,0	0,0	0,2	1174	149	1	1.0	0.06,NA	NA,0.0	0.06
55	"ENSG00000071889.17"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242	55	36,48	5,11	65,33	13,6	246	149	0.919731108725	1.0	0.813,0.726	0.752,0.769	0.009
56	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	56	48,91	471,494	54,48	641,479	296	149	0.00876493158763	0.045816959793904814	0.049,0.085	0.041,0.048	0.023
57	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154350908	154351696	57	549,702	907,1017	649,450	1474,1033	850	149	0.000543735003499	0.004980768728224093	0.096,0.108	0.072,0.071	0.031
58	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696	58	801,1028	2,3	842,605	0,1	1522	149	0.527002095627	0.9103952285837054	0.975,0.971	1.0,0.983	-0.019
59	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351580	154351696	59	267,341	765,907	207,164	1029,695	688	149	3.70403030537e-05	0.0005684461739183059	0.07,0.075	0.042,0.049	0.027
61	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932070	153932431	61	79,127	448,484	97,104	939,718	1372	149	8.75318519473e-05	0.001145844311474228	0.019,0.028	0.011,0.015	0.011
62	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932315	153932431	62	81,139	2,3	111,104	7,8	1617	149	0.014756679857	0.06815841637207841	0.789,0.81	0.594,0.545	0.23
63	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	63	32,46	460,497	43,31	886,727	349	149	0.00376038956176	0.02366233628920138	0.029,0.038	0.02,0.018	0.015
65	"ENSG00000185247.15"	"MAGEA11"	chrX	+	149713142	149714576	149713142	149713255	149714480	149714576	65	4,4	1,7	4,2	0,0	1374	149	3.1019631308e-13	7.918277885222133e-11	0.303,0.058	1.0,1.0	-0.82
70	"ENSG00000165359.16"	"INTS6L"	chrX	+	135569336	135573033	135569336	135569431	135572814	135573033	70	0,2	0,0	6,2	2,0	3532	149	1	1.0	NA,1.0	0.112,1.0	0.444
78	"ENSG00000166707.12"	"ZCCHC18"	chrX	+	104113433	104115842	104113433	104113573	104115251	104115842	78	4,10	0,2	14,2	2,0	1827	149	0.933347626885	1.0	1.0,0.29	0.363,1.0	-0.036
80	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585858	103586291	103585858	103586107	103586218	103586291	80	19,25	1,2	18,14	15,6	260	149	2.52809742269e-05	0.00041556250356476824	0.916,0.878	0.407,0.572	0.408
82	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101531643	101533459	101531643	101532012	101533083	101533459	82	6,13	5,1	11,4	6,0	1220	149	0.859290477602	1.0	0.128,0.614	0.183,1.0	-0.221
83	"ENSG00000102384.14"	"CENPI"	chrX	+	101098203	101098539	101098203	101098248	101098443	101098539	83	8,6	6,8	13,4	17,15	344	149	0.242167029714	0.5534214006415434	0.366,0.245	0.249,0.104	0.129
96	"ENSG00000050030.16"	"NEXMIF"	chrX	-	74732855	74744477	74732855	74739498	74740099	74744477	96	13,13	0,1	28,9	2,0	750	149	0.869724850436	1.0	1.0,0.721	0.736,1.0	-0.007
97	"ENSG00000225470.10"	"JPX"	chrX	+	73944326	73944662	73944326	73944465	73944583	73944662	97	6,3	62,58	3,3	98,72	267	149	0.158398848008	0.40966510572281795	0.051,0.028	0.017,0.023	0.019
98	"ENSG00000225470.10"	"JPX"	chrX	+	73944338	73944662	73944338	73944414	73944583	73944662	98	6,3	2,0	3,3	0,0	318	149	0.563015549819	0.9425319879845883	0.584,1.0	1.0,1.0	-0.208
99	"ENSG00000225470.10"	"JPX"	chrX	+	73944338	73944662	73944338	73944462	73944583	73944662	99	6,3	1,0	3,3	0,0	270	149	1	1.0	0.768,1.0	1.0,1.0	-0.116
100	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73998953	74000496	100	5,3	47,49	5,3	58,67	258	149	0.680152607446	1.0	0.058,0.034	0.047,0.025	0.01
101	"ENSG00000225470.10"	"JPX"	chrX	+	73998953	73999669	73998953	73999051	73999185	73999669	101	49,47	1,0	75,69	2,0	283	149	0.651214464393	1.0	0.963,1.0	0.952,1.0	0.006
102	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73999354	74000496	102	107,94	4,1	174,114	1,1	659	149	0.070940971842	0.2276778404821765	0.858,0.955	0.975,0.963	-0.062
103	"ENSG00000147099.21"	"HDAC8"	chrX	-	72329567	72330876	72329567	72330076	72330815	72330876	103	16,6	4,0	8,15	4,3	888	149	0.294464890846	0.6332524948325382	0.402,1.0	0.251,0.456	0.348
104	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567581	72568030	72567581	72567796	72567888	72568030	104	2,7	2,1	4,3	5,1	241	149	0.305413524265	0.6479658022719568	0.382,0.812	0.331,0.65	0.106
105	"ENSG00000198034.11"	"RPS4X"	chrX	-	72273800	72275150	72273800	72273972	72275052	72275150	105	278,307	5231,5374	498,398	13221,9745	1229	149	1	1.0	0.006,0.007	0.005,0.005	0.002
116	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	116	3453,3763	90,126	2546,1877	220,122	3420	149	4.26592094982e-12	7.424641507663992e-10	0.626,0.565	0.335,0.401	0.227
