ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
161	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351883	154352021
186	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620092	123620205
199	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103678498	103678600	103685170	103685260
201	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678620	103685170	103685260
202	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585858	103586291	103586218	103586291	103585614	103585683
213	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486092	101486025	101486092	101445997	101446044
296	"ENSG00000235437.11"	"LINC01278"	chrX	-	63426557	63427072	63426557	63426996	63432382	63432491
307	"ENSG00000126012.14"	"KDM5C"	chrX	-	53211496	53211906	53211496	53211655	53215794	53215976
334	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48990925	48991110	48990925	48991102	48993427	48994207
348	"ENSG00000130985.17"	"UBA1"	chrX	+	47205947	47206113	47206077	47206113	47203133	47203214
356	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41339035	41339083	41334161	41334297
360	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41344029	41344128	41341483	41342653
361	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41344128	41344029	41344128	41342494	41342653
366	"ENSG00000215301.11"	"DDX3X"	chrX	+	41345179	41345548	41345403	41345548	41344238	41344399
368	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41347314	41347451	41346504	41346622
370	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347639	41349886	41346858	41347012
371	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347639	41347915	41347859	41347915	41346858	41347012
373	"ENSG00000124486.15"	"USP9X"	chrX	+	41152932	41153081	41152947	41153081	41148368	41148575
384	"ENSG00000225882.2"	"LINC01456"	chrX	-	17971986	17972155	17971986	17972126	18025374	18025485
387	"ENSG00000169249.14"	"ZRSR2"	chrX	+	15799871	15799953	15799882	15799953	15790933	15791013
388	"ENSG00000169249.14"	"ZRSR2"	chrX	+	15799871	15799953	15799882	15799953	15796141	15796250
395	"ENSG00000046651.16"	"OFD1"	chrX	+	13752703	13753441	13753367	13753441	13749426	13749533
398	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13768224	13768053	13768224	13763744	13763855
433	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50416091	50416157
440	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248830	50248890	50248830	50248859	50249327	50249454
447	"ENSG00000100416.15"	"TRMU"	chr22	+	46350345	46350463	46350349	46350463	46337778	46337944
451	"ENSG00000186951.17"	"PPARA"	chr22	+	46198341	46198591	46198344	46198591	46151887	46151970
456	"ENSG00000226328.9"	"NUP50-DT"	chr22	-	45152404	45152623	45152404	45152449	45158059	45158185
457	"ENSG00000226328.9"	"NUP50-DT"	chr22	-	45152404	45152623	45152404	45152449	45163666	45163862
458	"ENSG00000226328.9"	"NUP50-DT"	chr22	-	45158059	45158185	45158059	45158174	45163666	45163862
473	"ENSG00000100417.12"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584526	41584603
475	"ENSG00000100412.17"	"ACO2"	chr22	+	41517526	41517631	41517596	41517631	41515376	41515535
476	"ENSG00000100412.17"	"ACO2"	chr22	+	41517526	41517631	41517596	41517631	41515766	41515917
477	"ENSG00000100412.17"	"ACO2"	chr22	+	41517596	41518572	41518480	41518572	41515766	41515917
481	"ENSG00000100412.17"	"ACO2"	chr22	+	41522829	41523278	41523204	41523278	41518480	41518572
483	"ENSG00000100412.17"	"ACO2"	chr22	+	41527287	41528022	41527900	41528022	41526261	41526453
488	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40353072	40353117	40346528	40346656
489	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40353072	40353117	40346528	40346711
490	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40353072	40353117	40347303	40347352
492	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40362980	40363071	40361272	40361342
495	"ENSG00000100211.12"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38656955	38657143
498	"ENSG00000198792.13"	"TMEM184B"	chr22	-	38231243	38231399	38231243	38231334	38245934	38246100
499	"ENSG00000198792.13"	"TMEM184B"	chr22	-	38231243	38231399	38231243	38231334	38247769	38248019
503	"ENSG00000184381.20"	"PLA2G6"	chr22	-	38169217	38169471	38169217	38169467	38180324	38180404
507	"ENSG00000133466.14"	"C1QTNF6"	chr22	-	37182151	37182735	37182151	37182582	37185217	37185455
515	"ENSG00000100284.22"	"TOM1"	chr22	+	35322998	35323177	35323027	35323177	35317876	35317961
531	"ENSG00000185133.15"	"INPP5J"	chr22	+	31124844	31126010	31125832	31126010	31124141	31124263
532	"ENSG00000185133.15"	"INPP5J"	chr22	+	31126293	31126489	31126375	31126489	31125832	31126010
572	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23640307	23640423	23640307	23640330	23651411	23651529
579	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23640307	23640423	23640307	23640330	23652860	23652944
580	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23640307	23640426	23640307	23640330	23652860	23652944
590	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23640307	23640426	23640307	23640423	23683724	23683867
601	"ENSG00000100038.20"	"TOP3B"	chr22	-	21959131	21959736	21959131	21959232	21960320	21960449
603	"ENSG00000100034.14"	"PPM1F"	chr22	-	21931147	21931291	21931147	21931248	21933390	21933579
618	"ENSG00000099942.13"	"CRKL"	chr22	+	20949710	20953747	20953205	20953747	20933778	20934244
619	"ENSG00000291085.2"	"TMEM191A"	chr22	+	20703632	20704040	20703967	20704040	20703380	20703524
627	"ENSG00000093010.15"	"COMT"	chr22	+	19962232	19962815	19962526	19962815	19961696	19961874
647	"ENSG00000160298.18"	"C21orf58"	chr21	-	46301129	46302154	46301129	46301713	46302484	46302576
657	"ENSG00000302159.1"	"ENSG00000302159"	chr21	-	44761528	44761639	44761528	44761567	44762476	44762763
669	"ENSG00000157601.15"	"MX1"	chr21	+	41421837	41422095	41421974	41422095	41420609	41420817
679	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348421	39348451
687	"ENSG00000185437.16"	"SH3BGR"	chr21	+	39462374	39462560	39462379	39462560	39452122	39452141
688	"ENSG00000185917.14"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36059821	36060242
695	"ENSG00000159110.22"	"IFNAR2"	chr21	+	33241839	33241977	33241885	33241977	33230408	33230557
697	"ENSG00000154734.16"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840997	26841165
769	"ENSG00000101160.15"	"CTSZ"	chr20	-	58992761	58992841	58992761	58992821	58997602	58997753
770	"ENSG00000101160.15"	"CTSZ"	chr20	-	59006321	59006485	59006321	59006450	59006825	59007846
796	"ENSG00000177410.14"	"ZFAS1"	chr20	+	49279103	49279208	49279108	49279208	49278639	49278720
800	"ENSG00000124228.15"	"DDX27"	chr20	+	49233567	49236231	49236149	49236231	49233305	49233405
801	"ENSG00000124228.15"	"DDX27"	chr20	+	49243628	49244077	49243815	49244077	49242593	49242681
811	"ENSG00000101040.20"	"ZMYND8"	chr20	-	47298728	47298947	47298728	47298872	47347855	47347926
824	"ENSG00000101104.13"	"PABPC1L"	chr20	+	44933056	44933185	44933071	44933185	44931832	44932026
826	"ENSG00000101104.13"	"PABPC1L"	chr20	+	44933056	44933185	44933071	44933185	44932681	44932713
830	"ENSG00000101104.13"	"PABPC1L"	chr20	+	44938044	44938191	44938060	44938191	44936893	44936976
831	"ENSG00000101104.13"	"PABPC1L"	chr20	+	44938044	44938191	44938101	44938191	44936893	44936976
832	"ENSG00000101104.13"	"PABPC1L"	chr20	+	44938060	44938191	44938101	44938191	44936893	44936976
868	"ENSG00000080845.19"	"DLGAP4"	chr20	+	36499587	36499676	36499602	36499676	36497446	36497602
873	"ENSG00000131051.24"	"RBM39"	chr20	-	35709223	35709274	35709223	35709256	35714184	35714389
877	"ENSG00000131051.24"	"RBM39"	chr20	-	35738967	35740887	35738967	35739017	35741940	35742236
881	"ENSG00000214078.13"	"CPNE1"	chr20	-	35626566	35626826	35626566	35626803	35630438	35630490
882	"ENSG00000214078.13"	"CPNE1"	chr20	-	35630438	35631034	35630438	35630490	35631113	35631173
885	"ENSG00000214078.13"	"CPNE1"	chr20	-	35658929	35659014	35658929	35658982	35664878	35664932
893	"ENSG00000100991.12"	"TRPC4AP"	chr20	-	35021189	35021356	35021189	35021332	35044504	35044712
895	"ENSG00000088305.19"	"DNMT3B"	chr20	+	32795314	32795534	32795408	32795534	32791600	32791708
897	"ENSG00000088305.19"	"DNMT3B"	chr20	+	32795314	32795534	32795408	32795534	32793535	32793595
901	"ENSG00000171456.22"	"ASXL1"	chr20	+	32360709	32360806	32360793	32360806	32358965	32359851
902	"ENSG00000101337.16"	"TM9SF4"	chr20	+	32141496	32141665	32141540	32141665	32133012	32133126
909	"ENSG00000101898.8"	"MCTS2"	chr20	+	31548379	31549114	31548676	31549114	31547447	31547692
910	"ENSG00000101898.8"	"MCTS2"	chr20	+	31548379	31549114	31549028	31549114	31547447	31547692
911	"ENSG00000101898.8"	"MCTS2"	chr20	+	31548676	31549114	31549028	31549114	31547447	31547692
1003	"ENSG00000149474.15"	"KAT14"	chr20	+	18161819	18162239	18161822	18162239	18145232	18145351
1004	"ENSG00000149474.15"	"KAT14"	chr20	+	18161819	18162239	18161822	18162239	18150820	18150942
1020	"ENSG00000078747.17"	"ITCH"	chr20	+	34393769	34393881	34393790	34393881	34392736	34392914
1021	"ENSG00000078747.17"	"ITCH"	chr20	+	34479629	34479789	34479694	34479789	34471443	34471515
1032	"ENSG00000125827.9"	"TMX4"	chr20	-	7999731	7999860	7999731	7999822	8010199	8010315
1041	"ENSG00000132635.17"	"PCED1A"	chr20	-	2836038	2836314	2836038	2836110	2838231	2838478
1043	"ENSG00000101365.22"	"IDH3B"	chr20	-	2658394	2658837	2658394	2658522	2660262	2660365
1054	"ENSG00000130726.12"	"TRIM28"	chr19	+	58548739	58548910	58548861	58548910	58548485	58548592
1059	"ENSG00000196724.13"	"ZNF418"	chr19	-	57930427	57930554	57930427	57930512	57932429	57932646
1061	"ENSG00000196724.13"	"ZNF418"	chr19	-	57930427	57930557	57930427	57930554	57932429	57932646
1063	"ENSG00000196724.13"	"ZNF418"	chr19	-	57930427	57930557	57930427	57930554	57935079	57935135
1089	"ENSG00000088038.20"	"CNOT3"	chr19	+	54143659	54144134	54144005	54144134	54143441	54143516
1101	"ENSG00000100083.20"	"GGA1"	chr22	+	37613023	37613191	37613118	37613191	37608844	37608903
1104	"ENSG00000213793.6"	"ZNF888"	chr19	-	52917858	52917997	52917858	52917931	52918818	52918937
1117	"ENSG00000167757.14"	"KLK11"	chr19	-	51023091	51024310	51023091	51023228	51024633	51024794
1119	"ENSG00000167757.14"	"KLK11"	chr19	-	51023091	51024310	51023091	51023228	51025591	51025666
1121	"ENSG00000167757.14"	"KLK11"	chr19	-	51025591	51025698	51025591	51025666	51027943	51028039
1122	"ENSG00000129451.12"	"KLK10"	chr19	-	51019042	51019142	51019042	51019139	51019819	51020026
1126	"ENSG00000142530.11"	"GARIN5A"	chr19	-	50467621	50467829	50467621	50467732	50475832	50475933
1129	"ENSG00000062822.16"	"POLD1"	chr19	+	50398847	50399053	50398850	50399053	50395024	50395150
1141	"ENSG00000142546.14"	"NOSIP"	chr19	-	49557089	49558978	49557089	49557249	49559933	49560039
1155	"ENSG00000183207.15"	"RUVBL2"	chr19	+	49004206	49004418	49004276	49004418	48999318	48999373
1157	"ENSG00000087074.9"	"PPP1R15A"	chr19	+	48873224	48874898	48873873	48874898	48872420	48872651
1169	"ENSG00000105287.13"	"PRKD2"	chr19	-	46716130	46716259	46716130	46716220	46716814	46717127
1170	"ENSG00000105287.13"	"PRKD2"	chr19	-	46716130	46716535	46716130	46716220	46716814	46717127
1171	"ENSG00000105287.13"	"PRKD2"	chr19	-	46716130	46716535	46716130	46716259	46716814	46717127
1176	"ENSG00000160014.17"	"CALM3"	chr19	+	46608481	46608981	46608923	46608981	46608196	46608327
1191	"ENSG00000125744.12"	"RTN2"	chr19	-	45495094	45495214	45495094	45495139	45496590	45496683
1195	"ENSG00000007047.16"	"MARK4"	chr19	+	45277922	45278042	45277980	45278042	45271471	45271708
1202	"ENSG00000131115.16"	"ZNF227"	chr19	+	44213086	44213244	44213089	44213244	44212622	44212763
1203	"ENSG00000131115.16"	"ZNF227"	chr19	+	44228445	44228572	44228486	44228572	44213089	44213244
1208	"ENSG00000124444.16"	"ZNF576"	chr19	+	43597093	43597193	43597096	43597193	43596574	43596638
1276	"ENSG00000105193.9"	"RPS16"	chr19	-	39435606	39435708	39435606	39435705	39435847	39435949
1295	"ENSG00000181666.19"	"ZNF875"	chr19	+	37347189	37347316	37347231	37347316	37324207	37324265
1296	"ENSG00000181666.19"	"ZNF875"	chr19	+	37347189	37347316	37347231	37347316	37324795	37324936
1297	"ENSG00000181666.19"	"ZNF875"	chr19	+	37347189	37347316	37347231	37347316	37325153	37325274
1301	"ENSG00000181666.19"	"ZNF875"	chr19	+	37347189	37347316	37347231	37347316	37346887	37347052
