ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
35	"ENSG00000297236.1"	"ENSG00000297236"	chrKI270727.1	+	282656	282814	243215	243401	291466	291575	35	1,0	2,2	0,0	0,2	298	149	1	1.0	0.2,0.0	NA,0.0	0.1
37	"ENSG00000297236.1"	"ENSG00000297236"	chrKI270727.1	+	292137	292284	291466	291575	322697	322792	37	0,0	0,1	0,1	0,0	296	149	1	1.0	NA,0.0	NA,1.0	-1.0
129	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39162	38783	39019	39873	40028	129	0,0	0,1	2,0	0,0	196	149	1	1.0	NA,0.0	1.0,NA	-1.0
131	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39203	38783	39019	39873	40028	131	2,2	0,1	13,2	0,0	237	149	1	1.0	1.0,0.557	1.0,1.0	-0.222
132	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39377	38789	39019	39873	40028	132	1,0	0,1	4,0	0,0	298	149	1	1.0	1.0,0.0	1.0,NA	-0.5
133	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39582	39770	38789	39019	39873	40028	133	0,3	0,1	1,0	0,0	298	149	1	1.0	NA,0.6	1.0,NA	-0.4
134	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39582	39770	39115	39203	39873	40028	134	0,3	1,2	1,0	10,4	298	149	0.212376385815	1.0	0.0,0.429	0.048,0.0	0.191
144	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	45542	45769	38789	40872	47913	47967	144	8,14	1,0	17,7	0,0	298	149	1	1.0	0.8,1.0	1.0,1.0	-0.1
145	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	45542	45769	38789	40872	63816	64019	145	6,11	0,0	19,7	0,2	298	149	0.660927852596	1.0	1.0,1.0	1.0,0.636	0.182
146	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	45542	45769	38789	40872	95173	95232	146	19,16	18,24	32,16	11,6	298	149	0.000860718615242	0.022082423820869314	0.345,0.25	0.593,0.571	-0.284
149	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	47967	45542	45769	95173	95232	149	3,2	14,5	0,0	15,9	203	149	0.00315000991657	0.05624205914643599	0.136,0.227	0.0,0.0	0.181
150	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	40469	40872	63816	64019	150	5,2	0,0	8,2	0,2	298	149	0.301179861767	1.0	1.0,1.0	1.0,0.333	0.334
152	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	40469	40872	95173	95232	152	64,39	18,24	34,26	11,6	298	149	0.297138119323	1.0	0.64,0.448	0.607,0.684	-0.101
153	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	45542	45769	63816	64019	153	7,5	1,0	8,2	2,0	298	149	0.689727122217	1.0	0.778,1.0	0.667,1.0	0.055
154	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	45542	45769	95173	95232	154	66,42	14,5	34,26	15,9	298	149	0.0215324381829	0.21541352888042264	0.702,0.808	0.531,0.591	0.194
161	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	63816	64019	40641	40872	95173	95232	161	5,13	18,24	9,6	11,6	298	149	0.139586135203	0.7692782619993578	0.122,0.213	0.29,0.333	-0.144
