ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
33	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	97367	97448	97371	97448	95173	95232	33	64,46	0,0	35,20	0,2	153	149	0.732787809966	1.0	1.0,1.0	1.0,0.907	0.046
79	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154560406	154560736	79	4,5	0,1	2,0	0,0	205	149	1	1.0	1.0,0.784	1.0,NA	-0.108
80	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154561687	154561784	80	3,5	3,4	2,0	2,1	205	149	0.0759711836141	0.3652097321747469	0.421,0.476	0.421,0.0	0.238
83	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154450028	154450099	83	552,481	0,3	676,474	0,0	345	149	1	1.0	1.0,0.986	1.0,1.0	-0.007
84	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207	84	1615,1677	7,5	1667,1189	0,1	821	149	0.166499087607	0.6093929674252415	0.977,0.984	1.0,0.995	-0.017
85	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	85	12,7	209,267	0,6	165,83	428	149	0.530427523529	1.0	0.02,0.009	0.0,0.025	0.002
86	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	86	515,417	2,1	956,725	7,8	394	149	0.0593235971484	0.31242045678505104	0.99,0.994	0.981,0.972	0.016
87	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	87	437,421	12,12	803,583	10,10	167	149	0.0445424563644	0.2575266923685954	0.97,0.969	0.986,0.981	-0.014
89	"ENSG00000262919.8"	"CCNQ"	chrX	-	153598961	153599117	153598965	153599117	153596003	153596187	89	32,41	15,16	46,33	8,6	153	149	0.012177946936	0.10556836791494506	0.675,0.714	0.848,0.843	-0.151
90	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152959698	152959896	152963838	152963949	90	2,0	141,124	4,2	267,148	190	149	1	1.0	0.011,0.0	0.012,0.01	-0.005
94	"ENSG00000197620.11"	"EOLA1"	chrX	+	149542018	149542085	149542018	149542066	149545367	149545500	94	22,11	49,45	23,4	64,44	168	149	0.253374464691	0.7910277108487197	0.285,0.178	0.242,0.075	0.073
95	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526935	149527068	149500948	149501037	95	26,30	3,9	27,23	2,4	555	149	0.304684430502	0.88144111069628	0.699,0.472	0.784,0.607	-0.11
96	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526935	149527068	149502086	149502223	96	25,27	2,0	25,22	0,0	555	149	0.805741340262	1.0	0.77,1.0	1.0,1.0	-0.115
107	"ENSG00000125676.20"	"THOC2"	chrX	-	123620374	123620965	123620906	123620965	123619400	123619436	107	51,60	119,75	55,52	216,115	681	149	0.00361160212066	0.04584184629343481	0.086,0.149	0.053,0.09	0.046
108	"ENSG00000125676.20"	"THOC2"	chrX	-	123706853	123706949	123706857	123706949	123703453	123703505	108	0,0	57,69	0,2	83,48	153	149	1	1.0	0.0,0.0	0.0,0.039	-0.019
109	"ENSG00000101901.13"	"ALG13"	chrX	+	111681169	111681424	111681169	111681299	111682131	111682294	109	20,14	21,30	5,12	42,26	274	149	0.0128217845146	0.10891471900863517	0.341,0.202	0.061,0.201	0.141
