ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39115	39203	12	25,11	2,0	18,8	0,4	245	149	0.13716828313	0.5700972446005879	0.884,1.0	1.0,0.549	0.167
14	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39019	39873	40028	14	73,62	0,1	60,27	2,0	1003	149	0.818889396294	1.0	1.0,0.902	0.817,1.0	0.043
15	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39059	39873	40028	15	70,61	1,0	52,27	3,0	963	149	1	1.0	0.915,1.0	0.728,1.0	0.094
16	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39088	39873	40028	16	62,58	9,6	51,26	2,0	934	149	0.00185205114369	0.053484591242419076	0.524,0.607	0.803,1.0	-0.336
17	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39377	39873	40028	17	38,49	0,0	35,16	0,4	645	149	0.0067193913636	0.11179629334582222	1.0,1.0	1.0,0.48	0.26
20	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	40028	38785	39203	39873	40028	20	55,52	1,2	44,25	0,2	819	149	0.43969591189	0.9672191773796546	0.909,0.825	1.0,0.695	0.02
21	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40872	38780	40028	40641	40872	21	54,40	31,14	15,21	24,19	762	149	0.00252064678336	0.062330121988528935	0.254,0.358	0.109,0.178	0.163
22	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39873	40872	39873	40055	40641	40872	22	52,37	0,0	13,18	2,0	735	149	0.523855491436	1.0	1.0,1.0	0.569,1.0	0.216
34	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149088	150087	149088	149164	149744	150087	34	10,2	0,0	4,2	0,2	729	149	0.0622882118859	0.3844751765720515	1.0,1.0	1.0,0.17	0.415
39	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	83299	84295	83299	84116	84215	84295	39	1,2	0,0	1,4	1,0	248	149	1	1.0	1.0,1.0	0.375,1.0	0.312
54	"ENSG00000269335.7"	"IKBKG"	chrX	+	154561687	154562953	154561687	154561784	154562809	154562953	54	0,0	1,4	0,1	3,1	1174	149	1	1.0	0.0,0.0	0.0,0.113	-0.057
55	"ENSG00000071889.17"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242	55	56,67	9,13	34,37	15,4	246	149	0.504451991765	1.0	0.79,0.757	0.579,0.849	0.06
56	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	56	60,55	570,494	86,71	490,498	296	149	0.0187924601377	0.1983757606702901	0.05,0.053	0.081,0.067	-0.023
57	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154350908	154351696	57	840,780	1233,1153	751,660	1137,1090	850	149	0.528115029646	1.0	0.107,0.106	0.104,0.096	0.006
58	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696	58	1220,1302	7,5	1071,969	5,1	1522	149	0.240160024949	0.7451780359699209	0.945,0.962	0.954,0.99	-0.018
59	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351580	154351696	59	398,546	1062,1061	335,333	981,1007	688	149	0.0199106254126	0.20535372077332092	0.075,0.1	0.069,0.067	0.019
61	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932070	153932431	61	170,178	503,409	117,90	412,443	1372	149	0.00109489454987	0.03900139793061154	0.035,0.045	0.03,0.022	0.014
62	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932315	153932431	62	180,185	2,1	119,96	2,0	1617	149	0.391510527549	0.9245824362954281	0.892,0.945	0.846,1.0	-0.005
63	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	63	38,34	523,424	23,36	439,454	349	149	0.485072286095	1.0	0.03,0.033	0.022,0.033	0.004
65	"ENSG00000185247.15"	"MAGEA11"	chrX	+	149713142	149714576	149713142	149713255	149714480	149714576	65	10,10	1,5	19,14	0,2	1374	149	0.0502970332466	0.34171701426680956	0.52,0.178	1.0,0.432	-0.367
77	"ENSG00000147224.13"	"PRPS1"	chrX	+	107649939	107651026	107649939	107650522	107650577	107651026	77	39,23	0,0	43,31	1,1	204	149	0.31942278202	0.8527080275383692	1.0,1.0	0.969,0.958	0.036
78	"ENSG00000166707.12"	"ZCCHC18"	chrX	+	104113433	104115842	104113433	104113573	104115251	104115842	78	15,4	1,1	8,8	3,0	1827	149	0.883989708871	1.0	0.55,0.246	0.179,1.0	-0.192
80	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585858	103586291	103585858	103586107	103586218	103586291	80	24,26	4,6	32,28	11,8	260	149	0.257915778902	0.7749933066523866	0.775,0.713	0.625,0.667	0.098
82	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101531643	101533459	101531643	101532012	101533083	101533459	82	11,8	0,0	8,5	2,2	1220	149	1.90450742588e-06	0.000384996176141642	1.0,1.0	0.328,0.234	0.719
83	"ENSG00000102384.14"	"CENPI"	chrX	+	101098203	101098539	101098203	101098248	101098443	101098539	83	6,4	5,9	6,11	4,7	344	149	0.14826851581	0.5929274079325717	0.342,0.161	0.394,0.405	-0.148
96	"ENSG00000050030.16"	"NEXMIF"	chrX	-	74732855	74744477	74732855	74739498	74740099	74744477	96	29,10	1,0	9,15	0,0	750	149	1	1.0	0.852,1.0	1.0,1.0	-0.074
97	"ENSG00000225470.10"	"JPX"	chrX	+	73944326	73944662	73944326	73944465	73944583	73944662	97	1,3	93,84	4,3	100,82	267	149	0.375345953919	0.9092553200307251	0.006,0.02	0.022,0.02	-0.008
99	"ENSG00000225470.10"	"JPX"	chrX	+	73944338	73944662	73944338	73944462	73944583	73944662	99	1,3	0,1	4,3	0,0	270	149	1	1.0	1.0,0.623	1.0,1.0	-0.189
100	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73998953	74000496	100	5,2	60,53	3,0	46,57	258	149	0.154467586701	0.6053920014726647	0.046,0.021	0.036,0.0	0.016
101	"ENSG00000225470.10"	"JPX"	chrX	+	73998953	73999669	73998953	73999051	73999185	73999669	101	61,70	1,0	45,69	1,0	283	149	1	1.0	0.97,1.0	0.96,1.0	0.005
102	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73999354	74000496	102	84,90	4,2	94,107	7,2	659	149	0.652240006711	1.0	0.826,0.911	0.752,0.924	0.03
103	"ENSG00000147099.21"	"HDAC8"	chrX	-	72329567	72330876	72329567	72330076	72330815	72330876	103	7,8	5,1	10,8	6,1	888	149	0.920733055118	1.0	0.19,0.573	0.219,0.573	-0.015
104	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567581	72568030	72567581	72567796	72567888	72568030	104	4,1	5,2	2,5	5,2	241	149	0.697066483504	1.0	0.331,0.236	0.198,0.607	-0.119
105	"ENSG00000198034.11"	"RPS4X"	chrX	-	72273800	72275150	72273800	72273972	72275052	72275150	105	376,329	6026,4730	316,275	5711,5000	1229	149	1	1.0	0.008,0.008	0.007,0.007	0.001
116	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	116	4462,3941	103,85	4292,3977	126,94	3420	149	0.227644369827	0.7327440975827616	0.654,0.669	0.597,0.648	0.039
117	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71545037	71547906	71548023	117	3811,3416	7,2	3641,3424	2,5	3018	149	0.640320957582	1.0	0.964,0.988	0.989,0.971	-0.004
118	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148206	71147549	71147627	71148062	71148206	118	0,9	2,1	8,5	0,0	584	149	0.000254275641013	0.015007830899497211	0.0,0.697	1.0,1.0	-0.651
119	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148905	71147549	71148206	71148845	71148905	119	0,3	0,1	3,4	3,3	788	149	1	1.0	NA,0.362	0.159,0.201	0.182
124	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289254	70289593	70289254	70289354	70289521	70289593	124	10,16	24,20	20,18	25,21	316	149	0.316949994382	0.8511136857997627	0.164,0.274	0.274,0.288	-0.062
128	"ENSG00000235437.11"	"LINC01278"	chrX	-	63238992	63239830	63238992	63239059	63239786	63239830	128	2,1	4,2	0,6	1,0	876	149	0.538799232602	1.0	0.078,0.078	0.0,1.0	-0.422
129	"ENSG00000102349.18"	"KLF8"	chrX	+	56265179	56269489	56265179	56265744	56269377	56269489	129	214,138	71,70	139,147	58,51	3782	149	0.764428894253	1.0	0.106,0.072	0.086,0.102	-0.005
134	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431260	53431906	53431260	53431594	53431797	53431906	134	37,55	1005,930	48,48	944,868	352	149	0.563156384827	1.0	0.015,0.024	0.021,0.023	-0.002
