ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
32	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39059	38780	39019	39873	40028	32	4,1	0,1	11,0	2,0	189	149	1	1.0	1.0,0.441	0.813,NA	-0.092
33	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39088	38780	39019	39873	40028	33	20,10	0,1	11,1	2,0	218	149	0.798744202976	1.0	1.0,0.872	0.79,1.0	0.041
34	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39019	39873	40028	34	16,8	0,1	10,7	2,0	298	149	0.740092487854	1.0	1.0,0.8	0.714,1.0	0.043
35	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39088	38780	39059	39873	40028	35	17,9	1,0	3,1	3,0	178	149	0.0387289012102	0.4039835740682646	0.934,1.0	0.456,1.0	0.239
36	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39059	39873	40028	36	15,9	1,0	8,8	3,0	298	149	0.0659548810178	0.5264062466280487	0.882,1.0	0.571,1.0	0.156
37	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39088	39873	40028	37	13,7	9,6	8,8	2,0	298	149	0.00233810973502	0.08959756407659973	0.419,0.368	0.667,1.0	-0.44
38	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39019	39873	40028	38	16,7	0,1	10,2	2,0	292	149	0.828996274927	1.0	1.0,0.781	0.718,1.0	0.032
39	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39201	38785	39019	39873	40028	39	16,8	0,1	10,3	2,0	298	149	0.793587474983	1.0	1.0,0.8	0.714,1.0	0.043
40	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39873	40028	40	17,10	0,1	10,5	2,0	298	149	0.758837542627	1.0	1.0,0.833	0.714,1.0	0.059
41	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39059	39873	40028	41	13,6	1,0	2,2	3,0	252	149	0.0344768693884	0.3823798241258909	0.885,1.0	0.283,1.0	0.301
