ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
58	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696
172	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41344128	41342736	41342836	41344029	41344128
213	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11763938	11768572	11768682
231	"ENSG00000100258.18"	"LMF2"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537
232	"ENSG00000188130.14"	"MAPK12"	chr22	-	50255614	50256199	50255614	50255694	50256084	50256199
272	"ENSG00000239900.14"	"ADSL"	chr22	+	40361272	40363071	40361272	40361342	40362980	40363071
283	"ENSG00000100360.15"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036
299	"ENSG00000185133.15"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532
324	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23694118	23695517	23694118	23694729	23695133	23695517
348	"ENSG00000093010.15"	"COMT"	chr22	+	19961696	19962815	19961696	19961874	19962232	19962815
356	"ENSG00000278558.6"	"TMEM191B"	chr22	+	18529605	18530008	18529605	18529689	18529935	18530008
429	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63734824	63733586	63733712	63734644	63734824
455	"ENSG00000130826.19"	"DKC1"	chrX	+	154774601	154776324	154774601	154774705	154776186	154776324
462	"ENSG00000177410.14"	"ZFAS1"	chr20	+	49280484	49280964	49280484	49280574	49280902	49280964
463	"ENSG00000124228.15"	"DDX27"	chr20	+	49233567	49236231	49233567	49233709	49236149	49236231
501	"ENSG00000214078.13"	"CPNE1"	chr20	-	35630438	35631034	35630438	35630490	35630900	35631034
528	"ENSG00000101310.17"	"SEC23B"	chr20	+	18507939	18508297	18507939	18507972	18508090	18508297
588	"ENSG00000039650.12"	"PNKP"	chr19	-	49861448	49861881	49861448	49861510	49861771	49861881
697	"ENSG00000232677.12"	"LINC00665"	chr19	-	36324923	36327225	36324923	36325887	36326481	36327225
698	"ENSG00000232677.12"	"LINC00665"	chr19	-	36324923	36327225	36324923	36325896	36326481	36327225
699	"ENSG00000232677.12"	"LINC00665"	chr19	-	36324923	36327225	36324923	36325887	36326996	36327225
708	"ENSG00000075702.19"	"WDR62"	chr19	+	36102013	36102851	36102013	36102248	36102446	36102851
712	"ENSG00000075702.19"	"WDR62"	chr19	+	36101213	36102851	36101213	36101317	36102751	36102851
720	"ENSG00000267796.8"	"LIN37"	chr19	+	35752433	35752999	35752433	35752484	35752913	35752999
833	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15400358	15397713	15397855	15400294	15400358
836	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15400864	15397713	15397855	15400793	15400864
837	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15400864	15397713	15399410	15400793	15400864
840	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15401149	15403715	15401149	15401293	15403652	15403715
841	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15401149	15403715	15401149	15401603	15403652	15403715
843	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15401149	15403715	15401149	15401293	15403657	15403715
855	"ENSG00000123143.13"	"PKN1"	chr19	+	14469340	14469988	14469340	14469517	14469911	14469988
895	"ENSG00000130734.10"	"ATG4D"	chr19	+	10546838	10547253	10546838	10547075	10547188	10547253
989	"ENSG00000011304.22"	"PTBP1"	chr19	+	805012	807902	805012	805187	807868	807902
990	"ENSG00000099821.14"	"POLRMT"	chr19	-	617569	618586	617569	617655	618487	618586
1058	"ENSG00000132199.20"	"ENOSF1"	chr18	-	690548	691276	690548	690631	691203	691276
1061	"ENSG00000079134.13"	"THOC1"	chr18	-	224923	225403	224923	224994	225336	225403
1074	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036643	82036190	82036308	82036543	82036643
1076	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036308	82036720	82036763
1077	"ENSG00000169738.8"	"DCXR"	chr17	-	82036190	82036763	82036190	82036448	82036720	82036763
1096	"ENSG00000185624.16"	"P4HB"	chr17	-	81843168	81846629	81843168	81844092	81846428	81846629
1151	"ENSG00000167861.16"	"HID1"	chr17	-	74962964	74964632	74962964	74963081	74964482	74964632
1177	"ENSG00000136492.10"	"BRIP1"	chr17	-	61776400	61781005	61776400	61776562	61780839	61781005
1182	"ENSG00000108387.16"	"SEPTIN4"	chr17	-	58520742	58522101	58520742	58521160	58521735	58522101
1202	"ENSG00000006282.22"	"SPATA20"	chr17	+	50550997	50552180	50550997	50551190	50551968	50552180
1210	"ENSG00000005884.18"	"ITGA3"	chr17	+	50076583	50077447	50076583	50076681	50077378	50077447
1264	"ENSG00000131462.9"	"TUBG1"	chr17	+	42610422	42612506	42610422	42610590	42612426	42612506
1269	"ENSG00000131462.9"	"TUBG1"	chr17	+	42613646	42614657	42613646	42613733	42614259	42614657
1274	"ENSG00000131470.15"	"PSMC3IP"	chr17	-	42573477	42574210	42573477	42573587	42574195	42574210
1286	"ENSG00000171346.16"	"KRT15"	chr17	-	41513745	41515692	41513745	41514120	41515471	41515692
1292	"ENSG00000125691.15"	"RPL23"	chr17	-	38850080	38852732	38850080	38850214	38852603	38852732
1308	"ENSG00000108671.11"	"PSMD11"	chr17	+	32479250	32480197	32479250	32479376	32480145	32480197
1435	"ENSG00000170037.14"	"CNTROB"	chr17	+	7948486	7949578	7948486	7948619	7949384	7949578
1510	"ENSG00000185324.22"	"CDK10"	chr16	+	89693273	89694232	89693273	89693326	89694172	89694232
1521	"ENSG00000167526.15"	"RPL13"	chr16	+	89561226	89561751	89561226	89561368	89561595	89561751
1527	"ENSG00000108479.13"	"GALK1"	chr17	-	75762703	75763439	75762703	75762885	75763319	75763439
1547	"ENSG00000131143.10"	"COX4I1"	chr16	+	85804936	85807002	85804936	85805104	85806737	85807002
1580	"ENSG00000108604.18"	"SMARCD2"	chr17	-	63836921	63837625	63836921	63837044	63837440	63837625
1584	"ENSG00000157353.17"	"FCSK"	chr16	+	70466881	70467966	70466881	70466954	70467885	70467966
1629	"ENSG00000150394.14"	"CDH8"	chr16	-	61647241	61654101	61647241	61647888	61653918	61654101
1637	"ENSG00000187193.9"	"MT1X"	chr16	+	56682469	56684196	56682469	56682568	56683957	56684196
1647	"ENSG00000125124.14"	"BBS2"	chr16	-	56498436	56501497	56498436	56498568	56501352	56501497
1742	"ENSG00000168488.19"	"ATXN2L"	chr16	+	28835932	28836485	28835932	28836176	28836448	28836485
1800	"ENSG00000100316.16"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208
1879	"ENSG00000167962.15"	"ZNF598"	chr16	-	2002520	2003728	2002520	2002732	2003615	2003728
1929	"ENSG00000007384.15"	"RHBDF1"	chr16	-	58973	59349	58973	59127	59298	59349
2030	"ENSG00000041357.16"	"PSMA4"	chr15	+	78540443	78542645	78540443	78540539	78542176	78542645
2031	"ENSG00000041357.16"	"PSMA4"	chr15	+	78540443	78542645	78540443	78540539	78542482	78542645
2061	"ENSG00000178761.15"	"FAM219B"	chr15	-	74899991	74902786	74899991	74900137	74902603	74902786
2117	"ENSG00000137845.15"	"ADAM10"	chr15	-	58610296	58611991	58610296	58610517	58611807	58611991
2132	"ENSG00000128951.14"	"DUT"	chr15	+	48341288	48342395	48341288	48341363	48342021	48342395
2169	"ENSG00000166887.16"	"VPS39"	chr15	-	42164357	42165816	42164357	42164486	42165717	42165816
2227	"ENSG00000224078.16"	"SNHG14"	chr15	+	25053827	25055230	25053827	25053967	25054969	25055230
2231	"ENSG00000224078.16"	"SNHG14"	chr15	+	25053827	25055230	25053827	25053967	25055078	25055230
