ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39115	39203	12	18,8	0,4	17,7	0,0	245	149	0.0136535869848	0.21552938574989702	1.0,0.549	1.0,1.0	-0.226
14	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39019	39873	40028	14	16,8	2,0	20,17	3,0	298	149	0.640188261158	1.0	0.8,1.0	0.769,1.0	0.015
15	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39059	39873	40028	15	14,9	3,0	17,17	2,0	298	149	0.350308841915	0.9607052250353904	0.7,1.0	0.81,1.0	-0.055
16	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39088	39873	40028	16	14,9	2,0	16,21	1,2	298	149	0.366071588223	0.9703713710184587	0.778,1.0	0.889,0.84	0.024
17	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39377	39873	40028	17	14,10	0,4	13,32	0,0	298	149	0.00958185849688	0.17810053493847	1.0,0.556	1.0,1.0	-0.222
20	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	40028	38785	39203	39873	40028	20	14,14	0,2	14,28	4,0	298	149	0.248801074005	0.8584254334083304	1.0,0.778	0.636,1.0	0.071
21	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40872	38780	40028	40641	40872	21	8,15	24,19	11,11	13,21	298	149	0.656937840625	1.0	0.143,0.283	0.297,0.208	-0.04
22	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39873	40872	39873	40055	40641	40872	22	6,12	2,0	9,8	1,2	298	149	0.283815913968	0.9023296419774627	0.6,1.0	0.818,0.667	0.058
34	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149088	150087	149088	149164	149744	150087	34	4,2	0,2	3,6	0,0	298	149	0.299892291496	0.9144286475193852	1.0,0.333	1.0,1.0	-0.334
39	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	83299	84295	83299	84116	84215	84295	39	1,4	1,0	7,2	0,0	248	149	1	1.0	0.375,1.0	1.0,1.0	-0.312
54	"ENSG00000269335.7"	"IKBKG"	chrX	+	154561687	154562953	154561687	154561784	154562809	154562953	54	0,1	3,1	1,0	2,0	298	149	1	1.0	0.0,0.333	0.2,NA	-0.034
55	"ENSG00000071889.17"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242	55	34,37	15,4	36,48	5,11	246	149	0.555470413838	1.0	0.579,0.849	0.813,0.726	-0.055
56	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	56	86,71	490,498	48,91	471,494	296	149	0.499903332019	1.0	0.081,0.067	0.049,0.085	0.007
57	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154350908	154351696	57	292,239	1137,1090	193,202	907,1017	298	149	0.239449331445	0.8458539583675683	0.114,0.099	0.096,0.09	0.014
58	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696	58	290,257	5,1	208,213	2,3	298	149	0.852259513176	1.0	0.967,0.992	0.981,0.973	0.003
59	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351580	154351696	59	204,220	981,1007	148,191	765,907	298	149	0.680756889912	1.0	0.094,0.098	0.088,0.095	0.005
61	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932070	153932431	61	19,20	412,443	16,42	448,484	298	149	0.184060207772	0.7687220442242352	0.023,0.022	0.018,0.042	-0.007
62	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932315	153932431	62	12,10	2,0	12,37	2,3	298	149	0.197478253456	0.7892120261088926	0.75,1.0	0.75,0.86	0.07
63	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	63	23,36	439,454	32,46	460,497	298	149	0.297503741934	0.9127338020947228	0.026,0.038	0.034,0.044	-0.007
65	"ENSG00000185247.15"	"MAGEA11"	chrX	+	149713142	149714576	149713142	149713255	149714480	149714576	65	12,2	0,2	0,1	1,7	298	149	2.45268526392e-05	0.004956310914090646	1.0,0.333	0.0,0.067	0.633
77	"ENSG00000147224.13"	"PRPS1"	chrX	+	107649939	107651026	107649939	107650522	107650577	107651026	77	43,31	1,1	32,22	0,0	204	149	0.31942278202	0.931190905470557	0.969,0.958	1.0,1.0	-0.036
78	"ENSG00000166707.12"	"ZCCHC18"	chrX	+	104113433	104115842	104113433	104113573	104115251	104115842	78	2,4	3,0	1,4	0,2	298	149	0.389149075709	0.9844254321290719	0.25,1.0	1.0,0.5	-0.125
