ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
32	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39059	38780	39019	39873	40028	32	11,0	2,0	8,1	3,0	189	149	1	1.0	0.813,NA	0.678,1.0	-0.026
33	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39088	38780	39019	39873	40028	33	11,1	2,0	9,3	3,0	218	149	0.454776017899	1.0	0.79,1.0	0.672,1.0	0.059
34	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39019	39873	40028	34	10,7	2,0	12,2	3,0	298	149	0.0978495156321	0.6672856863345604	0.714,1.0	0.667,1.0	0.023
35	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39088	38780	39059	39873	40028	35	3,1	3,0	3,2	2,0	178	149	0.138577138303	0.7856865615927119	0.456,1.0	0.557,1.0	-0.05
36	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39059	39873	40028	36	8,8	3,0	9,2	2,0	298	149	0.132264872497	0.7682443139511065	0.571,1.0	0.692,1.0	-0.06
37	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39088	39873	40028	37	8,8	2,0	8,6	1,2	298	149	0.243471739999	1.0	0.667,1.0	0.8,0.6	0.134
38	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39019	39873	40028	38	10,2	2,0	11,2	3,0	292	149	0.0962862392001	0.6621875030866632	0.718,1.0	0.652,1.0	0.033
39	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39201	38785	39019	39873	40028	39	10,3	2,0	12,2	3,0	298	149	0.0998952575021	0.6750462985544329	0.714,1.0	0.667,1.0	0.023
40	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39873	40028	40	10,5	2,0	16,2	3,0	298	149	0.119995222771	0.7298719267174258	0.714,1.0	0.727,1.0	-0.006
41	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39059	39873	40028	41	2,2	3,0	5,1	2,0	252	149	0.200451199777	0.9364816956368446	0.283,1.0	0.596,1.0	-0.157
42	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39201	38785	39059	39873	40028	42	8,4	3,0	8,2	2,0	291	149	0.106115859283	0.6948416472961442	0.577,1.0	0.672,1.0	-0.048
43	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39059	39873	40028	43	8,6	3,0	13,2	2,0	293	149	0.120092845501	0.7298719267174258	0.576,1.0	0.768,1.0	-0.096
44	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39088	39873	40028	44	1,1	2,0	3,1	1,2	223	149	0.522773974924	1.0	0.25,1.0	0.667,0.25	0.166
45	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39201	38785	39088	39873	40028	45	7,3	2,0	6,2	1,2	262	149	0.187897745417	0.9089548201531741	0.666,1.0	0.773,0.363	0.265
46	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39088	39873	40028	46	7,5	2,0	11,2	1,2	264	149	0.258439735251	1.0	0.664,1.0	0.861,0.361	0.221
