ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
39	"ENSG00000297236.1"	"ENSG00000297236"	chrKI270727.1	+	322697	322792	291466	291575	374843	375001	39	0,0	0,2	0,2	0,0	244	149	1	1.0	NA,0.0	NA,1.0	-1.0
132	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39203	38783	39019	39873	40028	132	0,3	2,0	4,0	3,0	237	149	1	1.0	0.0,1.0	0.456,NA	0.044
133	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39377	38789	39019	39873	40028	133	7,10	2,0	4,14	3,0	411	149	0.235351270488	1.0	0.559,1.0	0.326,1.0	0.117
134	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39582	39770	38789	39019	39873	40028	134	9,0	2,0	3,6	3,0	337	149	1	1.0	0.666,NA	0.307,1.0	0.013
135	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39582	39770	39115	39203	39873	40028	135	9,0	0,2	3,6	4,0	337	149	0.765708613538	1.0	1.0,0.0	0.249,1.0	-0.125
143	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	40641	40872	28352	28387	95173	95220	143	19,20	3,0	7,6	0,1	380	149	0.151587615281	1.0	0.713,1.0	1.0,0.702	0.006
145	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	45542	45769	38789	40872	47913	47967	145	25,19	2,0	20,32	2,4	376	149	0.0391577387344	0.5458839790721093	0.832,1.0	0.798,0.76	0.137
146	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	45542	45769	38789	40872	95173	95232	146	40,40	10,15	27,41	4,4	376	149	0.0170217791789	0.34955565676601497	0.613,0.514	0.728,0.802	-0.202
148	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	47967	40641	40872	95173	95232	148	1,0	10,15	1,4	4,4	203	149	0.00150312222585	0.08955890491630217	0.068,0.0	0.155,0.423	-0.255
149	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	47967	45542	45769	95173	95232	149	1,1	16,23	2,0	9,11	203	149	0.354795862986	1.0	0.044,0.031	0.14,0.0	-0.033
150	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	40469	40872	63816	64019	150	21,9	2,0	19,35	0,0	378	149	0.743451293041	1.0	0.805,1.0	1.0,1.0	-0.097
152	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	40469	40872	95173	95232	152	67,38	10,15	56,79	4,4	378	149	0.0015531238208	0.0912016401591192	0.725,0.5	0.847,0.886	-0.254
153	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	45542	45769	95173	95232	153	66,40	16,23	56,77	9,11	378	149	0.0148642754206	0.32332400808357314	0.619,0.407	0.71,0.734	-0.209
160	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	63816	64019	40641	40872	95173	95232	160	15,15	10,15	11,17	4,4	352	149	0.0234632775393	0.4125022489556773	0.388,0.297	0.538,0.643	-0.248
161	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	63816	64019	46655	48142	92040	92100	161	8,7	0,6	6,9	3,2	352	149	0.655223193606	1.0	1.0,0.331	0.458,0.656	0.108
162	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	63816	64019	46655	48142	95173	95232	162	17,16	50,30	15,19	41,46	352	149	0.862152286747	1.0	0.126,0.184	0.134,0.149	0.013
164	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	88536	89058	46851	48142	92040	92100	164	11,17	0,6	19,23	3,2	671	149	0.901063505967	1.0	1.0,0.386	0.584,0.719	0.042
165	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	88536	89058	46851	48142	95173	95232	165	9,15	50,30	27,26	41,46	671	149	0.0150371828675	0.32565189274314826	0.038,0.1	0.128,0.112	-0.051
171	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	92040	92100	40641	40872	95173	95232	171	1,3	10,15	0,3	4,4	209	149	0.618458940852	1.0	0.067,0.125	0.0,0.348	-0.078
172	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	92040	92100	46655	48142	95173	95232	172	1,9	50,30	3,5	41,46	209	149	0.629932529357	1.0	0.014,0.176	0.05,0.072	0.034
174	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	92040	92100	63816	64019	95173	95232	174	1,3	9,9	0,3	9,10	209	149	0.568929895962	1.0	0.073,0.192	0.0,0.176	0.045
176	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	92040	92100	88346	89058	95173	95232	176	5,6	2,1	0,6	8,6	209	149	0.0022407504973	0.11184363432339925	0.641,0.811	0.0,0.416	0.518
177	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	94558	94769	47389	48142	95173	95232	177	2,0	50,30	1,0	41,46	360	149	1	1.0	0.016,0.0	0.01,0.0	0.003
178	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	94558	94829	46851	48142	95173	95232	178	2,4	50,30	1,2	41,46	420	149	0.303890965838	1.0	0.014,0.045	0.009,0.015	0.017
181	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	96644	96664	95173	95232	97367	97432	181	0,1	53,51	0,0	48,50	169	149	1	1.0	0.0,0.017	0.0,0.0	0.009
182	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	96644	96745	95173	95232	97367	97417	182	0,1	53,51	0,0	48,50	250	149	1	1.0	0.0,0.012	0.0,0.0	0.006
186	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	96644	96885	95173	95232	97367	97406	186	0,3	53,51	1,0	48,50	390	149	1	1.0	0.0,0.022	0.008,0.0	0.007
187	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	96644	96930	95173	95232	97367	97418	187	0,3	53,51	2,0	48,50	435	149	1	1.0	0.0,0.02	0.014,0.0	0.003
242	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	143413	143629	142142	142240	149088	149494	242	0,0	1,0	0,1	3,2	365	149	1	1.0	0.0,NA	0.0,0.17	-0.085
247	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	143416	143629	142142	142240	149088	149164	247	2,3	1,0	2,1	3,2	362	149	0.00152022606187	0.09005395182762102	0.452,1.0	0.215,0.171	0.533
253	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	143514	143629	142142	142240	149088	149494	253	0,0	1,0	0,1	3,2	264	149	1	1.0	0.0,NA	0.0,0.22	-0.11
457	"ENSG00000291032.2"	"ENSG00000291032"	chrY	-	11214345	11214455	11211631	11212802	11214937	11214978	457	0,2	0,0	0,0	0,1	259	149	1	1.0	NA,1.0	NA,0.0	1.0
522	"ENSG00000185973.12"	"TMLHE"	chrX	-	155492356	155492495	155489010	155491666	155506897	155507134	522	41,79	0,0	49,32	1,2	288	149	0.388783470958	1.0	1.0,1.0	0.962,0.892	0.073
523	"ENSG00000214827.11"	"MTCP1"	chrX	-	155065618	155065789	155065485	155065537	155070693	155071136	523	13,13	0,0	18,15	2,0	320	149	0.839298001388	1.0	1.0,1.0	0.807,1.0	0.097
524	"ENSG00000214827.11"	"MTCP1"	chrX	-	155065905	155066057	155065618	155065789	155070693	155071136	524	9,7	1,4	4,13	0,2	301	149	0.0659027419237	0.7250168402020809	0.817,0.464	1.0,0.763	-0.241
526	"ENSG00000269335.7"	"IKBKG"	chrX	+	154542281	154542452	154541254	154541391	154551987	154552189	526	9,4	8,2	6,2	2,5	320	149	0.769020713081	1.0	0.344,0.482	0.583,0.157	0.043
527	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558650	154556164	154556376	154561687	154561784	527	9,11	3,0	9,6	0,0	268	149	0.0883550985927	0.8457601535570979	0.625,1.0	1.0,1.0	-0.188
528	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154556164	154556376	154561687	154561784	528	9,9	3,0	7,12	0,0	324	149	0.0644634918595	0.7159193866128537	0.58,1.0	1.0,1.0	-0.21
529	"ENSG00000269335.7"	"IKBKG"	chrX	+	154559466	154559523	154558531	154558650	154560406	154560559	529	1,0	0,0	0,0	0,1	206	149	1	1.0	1.0,NA	NA,0.0	1.0
530	"ENSG00000269335.7"	"IKBKG"	chrX	+	154560406	154560559	154558531	154558650	154561687	154561763	530	0,0	1,3	0,1	3,1	302	149	1	1.0	0.0,0.0	0.0,0.33	-0.165
532	"ENSG00000071889.17"	"FAM3A"	chrX	-	154507810	154507861	154507405	154507490	154508288	154508347	532	75,51	5,14	48,45	13,10	200	149	0.209911135552	1.0	0.918,0.731	0.733,0.77	0.073
533	"ENSG00000071889.17"	"FAM3A"	chrX	-	154507810	154507882	154507405	154507490	154508288	154508347	533	44,35	5,14	35,25	13,10	221	149	0.242628303004	1.0	0.856,0.628	0.645,0.628	0.105
537	"ENSG00000071889.17"	"FAM3A"	chrX	-	154511847	154511871	154508473	154508652	154512822	154512936	537	8,18	2,0	9,20	0,0	173	149	0.748145129033	1.0	0.775,1.0	1.0,1.0	-0.113
538	"ENSG00000071889.17"	"FAM3A"	chrX	-	154512313	154512411	154511847	154511871	154512822	154512936	538	57,19	56,76	63,46	40,66	247	149	0.0880842148212	0.8443894422513815	0.38,0.131	0.487,0.296	-0.136
539	"ENSG00000071889.17"	"FAM3A"	chrX	-	154512313	154512431	154511867	154511871	154512822	154512936	539	13,7	56,76	20,9	40,66	267	149	0.0906089065512	0.8562444768394615	0.115,0.049	0.218,0.071	-0.062
540	"ENSG00000071889.17"	"FAM3A"	chrX	-	154512822	154512936	154511847	154511871	154515759	154515812	540	114,126	3,2	89,132	2,2	263	149	0.767995699566	1.0	0.956,0.973	0.962,0.974	-0.004
541	"ENSG00000071859.15"	"FAM50A"	chrX	+	154445632	154445717	154444140	154444346	154446414	154446560	541	45,43	0,0	51,61	0,1	234	149	1	1.0	1.0,1.0	1.0,0.975	0.012
542	"ENSG00000071859.15"	"FAM50A"	chrX	+	154445632	154445717	154444140	154444346	154448483	154448560	542	45,42	0,0	52,61	0,1	234	149	1	1.0	1.0,1.0	1.0,0.975	0.012
543	"ENSG00000071859.15"	"FAM50A"	chrX	+	154445811	154445911	154445632	154445717	154446414	154446560	543	746,723	0,1	657,836	0,0	249	149	1	1.0	1.0,0.998	1.0,1.0	-0.001
544	"ENSG00000071859.15"	"FAM50A"	chrX	+	154445811	154445911	154445632	154445717	154448483	154448560	544	287,276	0,0	251,320	1,0	249	149	1	1.0	1.0,1.0	0.993,1.0	0.004
545	"ENSG00000071859.15"	"FAM50A"	chrX	+	154446414	154446560	154444140	154444346	154448483	154448560	545	421,489	0,0	432,461	0,1	295	149	1	1.0	1.0,1.0	1.0,0.996	0.002
546	"ENSG00000071859.15"	"FAM50A"	chrX	+	154446414	154446560	154445632	154445717	154448483	154448560	546	421,490	0,0	432,460	1,0	295	149	1	1.0	1.0,1.0	0.995,1.0	0.002
547	"ENSG00000071859.15"	"FAM50A"	chrX	+	154446414	154446560	154445811	154445911	154448483	154448560	547	880,940	0,1	842,979	1,0	295	149	1	1.0	1.0,0.998	0.998,1.0	0.0
548	"ENSG00000071859.15"	"FAM50A"	chrX	+	154448892	154448954	154448689	154448756	154449220	154449297	548	878,745	3,0	759,673	1,1	211	149	1	1.0	0.995,1.0	0.998,0.998	-0.0
549	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449882	154449931	154449680	154449735	154450028	154450099	549	647,625	0,0	635,689	3,2	198	149	1	1.0	1.0,1.0	0.994,0.996	0.005
550	"ENSG00000203879.12"	"GDI1"	chrX	+	154438215	154438386	154437165	154437299	154438522	154438630	550	1,1	270,319	0,0	279,253	320	149	1	1.0	0.002,0.001	0.0,0.0	0.002
551	"ENSG00000203879.12"	"GDI1"	chrX	+	154438764	154438864	154438005	154438630	154439940	154439972	551	366,409	1,1	366,335	0,1	249	149	1	1.0	0.995,0.996	1.0,0.995	-0.002
552	"ENSG00000203879.12"	"GDI1"	chrX	+	154439005	154439140	154438764	154438864	154439940	154439972	552	794,761	18,11	672,769	3,9	284	149	0.0130827978878	0.30203486070609525	0.959,0.973	0.992,0.978	-0.019
554	"ENSG00000203879.12"	"GDI1"	chrX	+	154440374	154440506	154439940	154440139	154441095	154441195	554	759,727	0,0	750,718	1,3	281	149	1	1.0	1.0,1.0	0.997,0.992	0.006
555	"ENSG00000203879.12"	"GDI1"	chrX	+	154441095	154441195	154437153	154437299	154441622	154441794	555	298,314	2,3	257,300	0,1	249	149	0.70804662464	1.0	0.989,0.984	1.0,0.994	-0.011
556	"ENSG00000203879.12"	"GDI1"	chrX	+	154441622	154441794	154437153	154437299	154442519	154443467	556	72,111	0,0	86,115	1,0	321	149	1	1.0	1.0,1.0	0.976,1.0	0.012
557	"ENSG00000203879.12"	"GDI1"	chrX	+	154442110	154442255	154440523	154441794	154442373	154442428	557	891,889	7,11	897,818	3,12	294	149	0.688619073952	1.0	0.985,0.976	0.993,0.972	-0.002
558	"ENSG00000203879.12"	"GDI1"	chrX	+	154442373	154442428	154440523	154441794	154442519	154442728	558	280,292	4,3	247,281	5,2	204	149	0.917276636495	1.0	0.981,0.986	0.973,0.99	0.002
560	"ENSG00000196924.19"	"FLNA"	chrX	-	154349648	154349867	154349361	154349565	154350030	154350207	560	3415,3241	0,0	2799,3516	1,0	368	149	1	1.0	1.0,1.0	0.999,1.0	0.0
561	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154350207	154349648	154349867	154350908	154351041	561	3075,2888	2,0	2509,2980	0,0	326	149	1	1.0	0.999,1.0	1.0,1.0	-0.0
562	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351041	154350030	154350207	154351139	154351203	562	1089,1025	1,0	860,967	0,0	282	149	1	1.0	0.998,1.0	1.0,1.0	-0.001
563	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351041	154350030	154350207	154351580	154351696	563	2064,2027	5,1	1622,1874	2,3	282	149	1	1.0	0.995,0.999	0.998,0.997	-0.001
564	"ENSG00000196924.19"	"FLNA"	chrX	-	154351580	154351696	154350908	154351041	154351883	154352021	564	2077,2075	0,3	1637,1961	0,1	265	149	1	1.0	1.0,0.997	1.0,0.999	-0.001
565	"ENSG00000196924.19"	"FLNA"	chrX	-	154352180	154352447	154351727	154352021	154352771	154352924	565	1284,1294	0,1	967,1396	0,0	416	149	1	1.0	1.0,0.998	1.0,1.0	-0.001
566	"ENSG00000196924.19"	"FLNA"	chrX	-	154352552	154352675	154352180	154352447	154352771	154352783	566	2145,2159	20,17	1921,2056	9,5	272	149	0.0670137184236	0.7315400763203487	0.983,0.986	0.992,0.996	-0.01
567	"ENSG00000196924.19"	"FLNA"	chrX	-	154353553	154353727	154353295	154353457	154353914	154354043	567	3137,3164	15,11	2865,3125	10,8	323	149	1	1.0	0.99,0.993	0.992,0.994	-0.001
568	"ENSG00000196924.19"	"FLNA"	chrX	-	154353553	154353727	154353295	154353457	154354150	154354291	568	1762,1728	0,0	1540,1767	1,1	323	149	1	1.0	1.0,1.0	0.999,0.999	0.001
569	"ENSG00000196924.19"	"FLNA"	chrX	-	154353914	154354043	154353295	154353457	154354150	154354291	569	1163,1145	0,0	1056,1214	1,1	278	149	1	1.0	1.0,1.0	0.998,0.998	0.002
570	"ENSG00000196924.19"	"FLNA"	chrX	-	154353914	154354043	154353553	154353727	154354150	154354291	570	2510,2550	0,2	2356,2550	0,0	278	149	1	1.0	1.0,0.999	1.0,1.0	-0.0
571	"ENSG00000196924.19"	"FLNA"	chrX	-	154354615	154354711	154354380	154354483	154354824	154354889	571	901,801	22,14	586,979	8,22	245	149	0.694548570301	1.0	0.961,0.972	0.978,0.964	-0.005
572	"ENSG00000196924.19"	"FLNA"	chrX	-	154357250	154357274	154354824	154355072	154357433	154357623	572	781,795	284,251	643,819	178,289	173	149	0.558000677319	1.0	0.703,0.732	0.757,0.709	-0.015
573	"ENSG00000196924.19"	"FLNA"	chrX	-	154361669	154361787	154361307	154361570	154361978	154362148	573	1834,1669	2,0	1609,1700	1,0	267	149	1	1.0	0.998,1.0	0.999,1.0	-0.001
574	"ENSG00000196924.19"	"FLNA"	chrX	-	154365135	154365259	154364820	154364957	154366307	154366470	574	805,812	0,0	631,834	0,1	273	149	1	1.0	1.0,1.0	1.0,0.998	0.001
575	"ENSG00000196924.19"	"FLNA"	chrX	-	154365348	154365486	154365135	154365259	154366307	154366470	575	710,731	3,0	650,753	1,1	287	149	1	1.0	0.992,1.0	0.997,0.997	-0.001
576	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154365801	154365348	154365486	154366023	154366224	576	0,0	169,168	0,2	135,190	206	149	1	1.0	0.0,0.0	0.0,0.008	-0.004
