ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39115	39203	12	11,13	0,2	17,7	0,0	245	149	0.932499139171	1.0	1.0,0.798	1.0,1.0	-0.101
14	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39019	39873	40028	14	9,16	0,2	20,17	3,0	298	149	0.629415332799	1.0	1.0,0.8	0.769,1.0	0.015
15	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39059	39873	40028	15	8,16	0,0	17,17	2,0	298	149	0.884238539026	1.0	1.0,1.0	0.81,1.0	0.095
16	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39088	39873	40028	16	5,14	5,4	16,21	1,2	298	149	0.00516425379692	0.10552744929758896	0.333,0.636	0.889,0.84	-0.38
20	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	40028	38785	39203	39873	40028	20	14,14	0,4	14,28	4,0	298	149	0.802715292898	1.0	1.0,0.636	0.636,1.0	0.0
21	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40872	38780	40028	40641	40872	21	8,15	9,25	11,11	13,21	298	149	0.910449820542	1.0	0.308,0.231	0.297,0.208	0.017
22	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39873	40872	39873	40055	40641	40872	22	8,11	1,4	9,8	1,2	298	149	0.51639206185	1.0	0.8,0.579	0.818,0.667	-0.053
39	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	83299	84295	83299	84116	84215	84295	39	3,4	0,2	7,2	0,0	248	149	0.506281138804	1.0	1.0,0.546	1.0,1.0	-0.227
55	"ENSG00000071889.17"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242	55	41,44	11,3	36,48	5,11	246	149	0.690411396073	1.0	0.693,0.899	0.813,0.726	0.027
56	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	56	73,60	482,403	48,91	471,494	296	149	0.758821441406	1.0	0.071,0.07	0.049,0.085	0.004
57	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154350908	154351696	57	263,246	923,811	193,202	907,1017	298	149	0.00417397843379	0.09155633485417894	0.125,0.132	0.096,0.09	0.036
58	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696	58	293,212	0,3	208,213	2,3	298	149	0.53660444994	1.0	1.0,0.972	0.981,0.973	0.009
