ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
129	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39162	38783	39019	39873	40028	129	0,1	0,2	0,0	3,0	196	149	1	1.0	NA,0.275	0.0,NA	0.275
131	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39203	38783	39019	39873	40028	131	0,5	0,2	4,0	3,0	237	149	1	1.0	NA,0.611	0.456,NA	0.155
132	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39377	38789	39019	39873	40028	132	0,1	0,2	0,0	3,0	298	149	1	1.0	NA,0.2	0.0,NA	0.2
133	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39582	39770	38789	39019	39873	40028	133	0,0	0,2	0,1	3,0	298	149	1	1.0	NA,0.0	0.0,1.0	-0.5
134	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39582	39770	39115	39203	39873	40028	134	0,0	0,4	0,1	4,0	298	149	1	1.0	NA,0.0	0.0,1.0	-0.5
142	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	40641	40872	28352	28387	95173	95220	142	9,17	0,0	4,4	0,1	298	149	1	1.0	1.0,1.0	1.0,0.667	0.166
144	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	45542	45769	38789	40872	47913	47967	144	7,15	0,0	6,19	2,4	298	149	3.49717936718e-05	0.007377004184535164	1.0,1.0	0.6,0.704	0.348
145	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	45542	45769	38789	40872	95173	95232	145	11,16	9,17	13,28	4,4	298	149	0.000629014688425	0.0464526920195027	0.379,0.32	0.619,0.778	-0.349
147	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	47967	40641	40872	95173	95232	147	0,0	9,17	1,4	4,4	203	149	0.000423263936601	0.03647054769249456	0.0,0.0	0.155,0.423	-0.289
148	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	47967	45542	45769	95173	95232	148	1,1	5,8	2,0	9,11	203	149	0.394742017042	1.0	0.128,0.084	0.14,0.0	0.036
151	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	40469	40872	95173	95232	151	31,36	9,17	43,50	4,4	298	149	0.000250296154045	0.026254118955640796	0.633,0.514	0.843,0.862	-0.279
152	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	45542	45769	95173	95232	152	32,43	5,8	43,48	9,11	298	149	0.519096230096	1.0	0.762,0.729	0.705,0.686	0.05
159	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	63816	64019	40641	40872	95173	95232	159	10,13	9,17	9,10	4,4	298	149	0.0450016251603	0.5461824186867857	0.357,0.277	0.529,0.556	-0.225
160	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	63816	64019	46655	48142	88536	89058	160	6,0	0,4	4,2	0,2	298	149	0.290075991867	1.0	1.0,0.0	1.0,0.333	-0.166
