ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
33	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	97367	97448	97371	97448	95173	95232	33	42,44	0,0	48,50	0,1	153	149	1	1.0	1.0,1.0	1.0,0.98	0.01
79	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154561687	154561784	79	6,0	0,1	2,8	3,1	205	149	0.0672225133574	0.494592812900342	1.0,0.0	0.326,0.853	-0.09
82	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154450028	154450099	82	471,461	1,3	455,578	3,2	298	149	1	1.0	0.996,0.987	0.987,0.993	0.002
83	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207	83	1053,880	0,3	974,1094	2,3	298	149	1	1.0	1.0,0.993	0.996,0.995	0.001
84	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	84	0,1	292,197	0,8	135,190	298	149	0.944709989377	1.0	0.0,0.003	0.0,0.021	-0.009
85	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	85	377,335	1,5	449,494	2,3	298	149	0.689837708474	1.0	0.995,0.971	0.991,0.988	-0.007
86	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	86	386,313	3,6	452,398	5,8	167	149	0.633668403587	1.0	0.991,0.979	0.988,0.978	0.002
88	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153694343	153694446	153694343	153694420	153694532	153694633	88	482,371	2,0	438,432	0,0	175	149	1	1.0	0.995,1.0	1.0,1.0	-0.002
89	"ENSG00000262919.8"	"CCNQ"	chrX	-	153598961	153599117	153598965	153599117	153596003	153596187	89	34,47	4,8	32,29	13,15	153	149	0.00209274416184	0.07236112598955596	0.892,0.851	0.706,0.653	0.192
90	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152959698	152959896	152963838	152963949	90	2,0	135,83	1,1	107,137	190	149	1	1.0	0.011,0.0	0.007,0.006	-0.001
