ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
159	"ENSG00000071889.17"	"FAM3A"	chrX	-	154508473	154508652	154508473	154508597	154512822	154512936
162	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351883	154352021
168	"ENSG00000147394.20"	"ZNF185"	chrX	+	152920706	152920748	152920709	152920748	152918982	152919081
188	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620092	123620205
189	"ENSG00000125676.20"	"THOC2"	chrX	-	123619400	123619517	123619400	123619436	123620187	123620670
202	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678620	103678498	103678600	103685170	103685260
204	"ENSG00000123562.18"	"MORF4L2"	chrX	-	103678498	103678651	103678498	103678620	103685170	103685260
205	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585969	103586291	103586218	103586291	103585562	103585624
206	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585858	103586291	103586218	103586291	103585614	103585683
217	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486092	101486025	101486092	101418909	101419000
218	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486092	101486025	101486092	101445997	101446044
301	"ENSG00000235437.11"	"LINC01278"	chrX	-	63426557	63427072	63426557	63426996	63432382	63432491
312	"ENSG00000126012.14"	"KDM5C"	chrX	-	53211496	53211906	53211496	53211655	53214688	53214847
342	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	49000565	49000685	49000565	49000665	49000860	49002247
349	"ENSG00000068438.15"	"FTSJ1"	chrX	+	48482402	48482506	48482408	48482506	48481425	48481528
353	"ENSG00000068438.15"	"FTSJ1"	chrX	+	48482596	48483027	48482985	48483027	48482402	48482506
355	"ENSG00000130985.17"	"UBA1"	chrX	+	47205947	47206113	47206077	47206113	47203133	47203214
363	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41339035	41339083	41334161	41334297
367	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41344029	41344128	41341483	41342653
368	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342736	41344128	41344029	41344128	41342494	41342653
374	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41347311	41347451	41346504	41346622
375	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347639	41349886	41346504	41346622
377	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347639	41349886	41346858	41347012
378	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347639	41347915	41347859	41347915	41346858	41347012
380	"ENSG00000124486.15"	"USP9X"	chrX	+	41152932	41153081	41152947	41153081	41148368	41148575
391	"ENSG00000225882.2"	"LINC01456"	chrX	-	17971986	17972155	17971986	17972126	18025374	18025485
394	"ENSG00000169249.14"	"ZRSR2"	chrX	+	15799871	15799953	15799882	15799953	15790933	15791013
395	"ENSG00000169249.14"	"ZRSR2"	chrX	+	15799871	15799953	15799882	15799953	15796141	15796250
402	"ENSG00000046651.16"	"OFD1"	chrX	+	13752703	13753441	13753367	13753441	13749426	13749533
405	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13768224	13768053	13768224	13763744	13763855
427	"ENSG00000079974.19"	"RABL2B"	chr22	-	50769424	50769552	50769424	50769549	50775771	50775851
441	"ENSG00000100239.16"	"PPP6R2"	chr22	+	50419345	50419462	50419348	50419462	50416091	50416157
448	"ENSG00000100429.18"	"HDAC10"	chr22	-	50248830	50248890	50248830	50248859	50249327	50249454
458	"ENSG00000186951.17"	"PPARA"	chr22	+	46198341	46198591	46198344	46198591	46151887	46151970
463	"ENSG00000226328.9"	"NUP50-DT"	chr22	-	45152404	45152623	45152404	45152449	45158059	45158185
478	"ENSG00000100417.12"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584526	41584603
480	"ENSG00000100412.17"	"ACO2"	chr22	+	41517526	41517631	41517596	41517631	41515376	41515535
481	"ENSG00000100412.17"	"ACO2"	chr22	+	41517596	41518572	41518480	41518572	41515376	41515535
482	"ENSG00000100412.17"	"ACO2"	chr22	+	41517526	41517631	41517596	41517631	41515766	41515917
483	"ENSG00000100412.17"	"ACO2"	chr22	+	41517596	41518572	41518480	41518572	41515766	41515917
487	"ENSG00000100412.17"	"ACO2"	chr22	+	41522829	41523278	41523204	41523278	41517526	41517631
488	"ENSG00000100412.17"	"ACO2"	chr22	+	41522829	41523278	41523204	41523278	41518480	41518572
490	"ENSG00000100412.17"	"ACO2"	chr22	+	41527287	41528022	41527900	41528022	41526261	41526453
495	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40353072	40353117	40346528	40346656
496	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40353072	40353117	40346528	40346711
500	"ENSG00000100211.12"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38656955	38657143
501	"ENSG00000100211.12"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38665545	38665685
504	"ENSG00000198792.13"	"TMEM184B"	chr22	-	38231243	38231399	38231243	38231334	38245934	38246100
505	"ENSG00000198792.13"	"TMEM184B"	chr22	-	38231243	38231399	38231243	38231334	38247769	38248019
509	"ENSG00000184381.20"	"PLA2G6"	chr22	-	38169217	38169471	38169217	38169467	38180324	38180404
513	"ENSG00000133466.14"	"C1QTNF6"	chr22	-	37182151	37182735	37182151	37182582	37185217	37185455
521	"ENSG00000100284.22"	"TOM1"	chr22	+	35322998	35323177	35323027	35323177	35317876	35317961
536	"ENSG00000241878.12"	"PISD"	chr22	-	31621333	31621885	31621333	31621472	31648100	31648276
537	"ENSG00000198089.16"	"SFI1"	chr22	+	31612772	31613216	31613141	31613216	31611765	31611840
539	"ENSG00000185133.15"	"INPP5J"	chr22	+	31124844	31126010	31125832	31126010	31124141	31124263
540	"ENSG00000185133.15"	"INPP5J"	chr22	+	31126293	31126489	31126375	31126489	31125832	31126010
549	"ENSG00000183765.24"	"CHEK2"	chr22	-	28695126	28695242	28695126	28695209	28696900	28696987
581	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23640307	23640423	23640307	23640330	23651411	23651529
597	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23640307	23640426	23640307	23640423	23683724	23683867
608	"ENSG00000100038.20"	"TOP3B"	chr22	-	21959131	21959736	21959131	21959232	21960320	21960449
610	"ENSG00000100034.14"	"PPM1F"	chr22	-	21931147	21931291	21931147	21931248	21933390	21933579
625	"ENSG00000099942.13"	"CRKL"	chr22	+	20949710	20953747	20953205	20953747	20933778	20934244
626	"ENSG00000291085.2"	"TMEM191A"	chr22	+	20703632	20704040	20703967	20704040	20703380	20703524
634	"ENSG00000093010.15"	"COMT"	chr22	+	19962232	19962815	19962526	19962815	19961696	19961874
663	"ENSG00000302159.1"	"ENSG00000302159"	chr21	-	44761528	44761639	44761528	44761567	44762476	44762763
675	"ENSG00000157601.15"	"MX1"	chr21	+	41421837	41422095	41421974	41422095	41420609	41420817
685	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348421	39348451
693	"ENSG00000185437.16"	"SH3BGR"	chr21	+	39462374	39462560	39462379	39462560	39452122	39452141
694	"ENSG00000185917.14"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36059821	36060242
700	"ENSG00000159140.23"	"SON"	chr21	+	33571734	33571788	33571750	33571788	33568970	33569087
703	"ENSG00000154734.16"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840997	26841165
750	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63734644	63734824	63734704	63734824	63733586	63733712
776	"ENSG00000101160.15"	"CTSZ"	chr20	-	58992761	58992841	58992761	58992821	58997602	58997753
778	"ENSG00000254995.4"	"STX16-NPEPL1"	chr20	+	58673630	58673711	58673637	58673711	58671153	58671297
791	"ENSG00000130826.19"	"DKC1"	chrX	+	154769166	154769310	154769205	154769310	154768301	154768312
793	"ENSG00000130826.19"	"DKC1"	chrX	+	154775194	154776324	154776186	154776324	154774601	154774705
804	"ENSG00000177410.14"	"ZFAS1"	chr20	+	49279103	49279208	49279108	49279208	49278050	49278079
806	"ENSG00000177410.14"	"ZFAS1"	chr20	+	49279103	49279208	49279108	49279208	49278639	49278720
810	"ENSG00000124228.15"	"DDX27"	chr20	+	49233567	49236231	49236149	49236231	49233305	49233405
811	"ENSG00000124228.15"	"DDX27"	chr20	+	49243628	49244077	49243815	49244077	49242593	49242681
821	"ENSG00000101040.20"	"ZMYND8"	chr20	-	47298728	47298947	47298728	47298872	47347855	47347926
834	"ENSG00000101104.13"	"PABPC1L"	chr20	+	44933056	44933185	44933071	44933185	44931832	44932026
836	"ENSG00000101104.13"	"PABPC1L"	chr20	+	44933056	44933185	44933071	44933185	44932681	44932713
