ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
130	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39162	38783	39019	39873	40028	130	0,0	2,0	2,0	0,0	196	149	1	1.0	0.0,NA	1.0,NA	-1.0
132	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39203	38783	39019	39873	40028	132	0,3	2,0	13,2	0,0	237	149	0.0458681033964	0.3681790875591056	0.0,1.0	1.0,1.0	-0.5
133	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39377	38789	39019	39873	40028	133	0,7	2,0	4,0	0,0	298	149	1	1.0	0.0,1.0	1.0,NA	-0.5
134	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39582	39770	38789	39019	39873	40028	134	4,0	2,0	1,0	0,0	298	149	1	1.0	0.5,NA	1.0,NA	-0.5
135	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39582	39770	39115	39203	39873	40028	135	4,0	0,2	1,0	10,4	298	149	0.0372993200613	0.32049152489328736	1.0,0.0	0.048,0.0	0.476
143	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	40641	40872	28352	28387	95173	95220	143	10,15	3,0	11,6	0,0	298	149	0.0930302102112	0.59228980897514	0.625,1.0	1.0,1.0	-0.188
145	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	45542	45769	38789	40872	47913	47967	145	14,8	2,0	17,7	0,0	298	149	0.883127491387	1.0	0.778,1.0	1.0,1.0	-0.111
146	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	45542	45769	38789	40872	63816	64019	146	13,6	2,0	19,7	0,2	298	149	0.646823502263	1.0	0.765,1.0	1.0,0.636	0.065
147	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	45542	45769	38789	40872	95173	95232	147	29,29	10,15	32,16	11,6	298	149	0.600791717081	1.0	0.592,0.492	0.593,0.571	-0.04
149	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	47967	40641	40872	95173	95232	149	1,0	10,15	0,0	11,6	203	149	1	1.0	0.068,0.0	0.0,0.0	0.034
150	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	47967	45542	45769	95173	95232	150	1,1	16,23	0,0	15,9	203	149	0.314788870314	1.0	0.044,0.031	0.0,0.0	0.037
151	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	40469	40872	63816	64019	151	6,1	2,0	8,2	0,2	298	149	0.88347692301	1.0	0.6,1.0	1.0,0.333	0.134
153	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	40469	40872	95173	95232	153	52,30	10,15	34,26	11,6	298	149	0.78209997584	1.0	0.722,0.5	0.607,0.684	-0.034
154	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	45542	45769	63816	64019	154	5,3	0,0	8,2	2,0	298	149	0.693271072314	1.0	1.0,1.0	0.667,1.0	0.166
155	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	47913	48142	45542	45769	95173	95232	155	51,32	16,23	34,26	15,9	298	149	0.611345190344	1.0	0.614,0.41	0.531,0.591	-0.049
162	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	63816	64019	40641	40872	95173	95232	162	11,9	10,15	9,6	11,6	298	149	0.914273967192	1.0	0.355,0.231	0.29,0.333	-0.019
163	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	63816	64019	45542	45769	95173	95232	163	9,9	16,23	11,4	15,9	298	149	0.575991025736	1.0	0.22,0.164	0.268,0.182	-0.033
164	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	63816	64019	46655	48142	92040	92100	164	4,1	0,6	8,2	4,4	298	149	0.752078647027	1.0	1.0,0.077	0.5,0.2	0.189
165	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	63816	64019	46655	48142	95173	95232	165	13,10	50,30	17,6	34,26	298	149	0.497102162135	1.0	0.115,0.143	0.2,0.103	-0.022
167	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	88536	89058	46851	48142	92040	92100	167	4,3	0,6	1,2	4,4	298	149	0.0683657865345	0.4812166349696007	1.0,0.2	0.111,0.2	0.445
168	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	88536	89058	46851	48142	95173	95232	168	2,1	50,30	6,0	34,26	298	149	0.146306613798	0.7921819346785056	0.02,0.016	0.081,0.0	-0.022
174	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	92040	92100	40641	40872	95173	95232	174	1,3	10,15	1,0	11,6	209	149	0.0382796802987	0.32613284835892614	0.067,0.125	0.061,0.0	0.066
