ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39115	39203	12	18,8	0,4	24,29	7,2	245	149	0.632298963294	0.9906661636930459	1.0,0.549	0.676,0.898	-0.013
14	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39019	39873	40028	14	60,27	2,0	68,55	0,0	1003	149	0.695468510452	1.0	0.817,1.0	1.0,1.0	-0.092
15	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39059	39873	40028	15	52,27	3,0	67,53	4,0	963	149	0.867467868548	1.0	0.728,1.0	0.722,1.0	0.003
16	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39088	39873	40028	16	51,26	2,0	63,51	5,2	934	149	0.0454473645454	0.1479927951404233	0.803,1.0	0.668,0.803	0.166
17	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39377	39873	40028	17	35,16	0,4	42,19	0,0	645	149	0.00673192839215	0.03249677744577434	1.0,0.48	1.0,1.0	-0.26
20	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	40028	38785	39203	39873	40028	20	44,25	0,2	51,39	10,4	819	149	0.00299066120623	0.01670106202062491	1.0,0.695	0.481,0.639	0.287
21	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40872	38780	40028	40641	40872	21	15,21	24,19	47,30	16,13	762	149	0.000292616331005	0.002493078163828631	0.109,0.178	0.365,0.311	-0.194
22	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39873	40872	39873	40055	40641	40872	22	13,18	2,0	45,28	0,0	735	149	0.524874496522	0.8930430634596537	0.569,1.0	1.0,1.0	-0.216
34	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149088	150087	149088	149164	149744	150087	34	4,2	0,2	7,6	0,0	729	149	0.0622882118859	0.1884342635874738	1.0,0.17	1.0,1.0	-0.415
39	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	83299	84295	83299	84116	84215	84295	39	1,4	1,0	5,2	0,2	248	149	0.39043503066	0.7394019740320601	0.375,1.0	1.0,0.375	0.0
54	"ENSG00000269335.7"	"IKBKG"	chrX	+	154561687	154562953	154561687	154561784	154562809	154562953	54	0,1	3,1	0,0	0,2	1174	149	1	1.0	0.0,0.113	NA,0.0	0.057
55	"ENSG00000071889.17"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242	55	34,37	15,4	65,33	13,6	246	149	0.620334426792	0.9807179736466818	0.579,0.849	0.752,0.769	-0.046
56	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	56	86,71	490,498	54,48	641,479	296	149	0.000878383731759	0.006210100256272231	0.081,0.067	0.041,0.048	0.03
57	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154350908	154351696	57	751,660	1137,1090	649,450	1474,1033	850	149	0.00103769591239	0.007152191109163364	0.104,0.096	0.072,0.071	0.029
58	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696	58	1071,969	5,1	842,605	0,1	1522	149	0.177547546355	0.4153585673479985	0.954,0.99	1.0,0.983	-0.02
59	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351580	154351696	59	335,333	981,1007	207,164	1029,695	688	149	0.000391759044392	0.003185892334552931	0.069,0.067	0.042,0.049	0.023
61	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932070	153932431	61	117,90	412,443	97,104	939,718	1372	149	4.3852283319e-06	6.991800773994088e-05	0.03,0.022	0.011,0.015	0.013
62	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932315	153932431	62	119,96	2,0	111,104	7,8	1617	149	8.65570722633e-05	0.0008964839627270358	0.846,1.0	0.594,0.545	0.354
63	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	63	23,36	439,454	43,31	886,727	349	149	0.0914763078033	0.252967047667636	0.022,0.033	0.02,0.018	0.009
65	"ENSG00000185247.15"	"MAGEA11"	chrX	+	149713142	149714576	149713142	149713255	149714480	149714576	65	19,14	0,2	4,2	0,0	1374	149	0.360739570886	0.7014887657537727	1.0,0.432	1.0,1.0	-0.284
70	"ENSG00000165359.16"	"INTS6L"	chrX	+	135569336	135573033	135569336	135569431	135572814	135573033	70	2,0	0,0	6,2	2,0	3532	149	1	1.0	1.0,NA	0.112,1.0	0.444
77	"ENSG00000147224.13"	"PRPS1"	chrX	+	107649939	107651026	107649939	107650522	107650577	107651026	77	43,31	1,1	45,18	0,0	204	149	0.31942278202	0.6451218293872832	0.969,0.958	1.0,1.0	-0.036
78	"ENSG00000166707.12"	"ZCCHC18"	chrX	+	104113433	104115842	104113433	104113573	104115251	104115842	78	8,8	3,0	14,2	2,0	1827	149	0.834886768917	1.0	0.179,1.0	0.363,1.0	-0.092
80	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585858	103586291	103585858	103586107	103586218	103586291	80	32,28	11,8	18,14	15,6	260	149	0.0886874431751	0.24720918801875996	0.625,0.667	0.407,0.572	0.157
82	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101531643	101533459	101531643	101532012	101533083	101533459	82	8,5	2,2	11,4	6,0	1220	149	0.743013871067	1.0	0.328,0.234	0.183,1.0	-0.31
83	"ENSG00000102384.14"	"CENPI"	chrX	+	101098203	101098539	101098203	101098248	101098443	101098539	83	6,11	4,7	13,4	17,15	344	149	0.0331017529404	0.11568302471440381	0.394,0.405	0.249,0.104	0.223
96	"ENSG00000050030.16"	"NEXMIF"	chrX	-	74732855	74744477	74732855	74739498	74740099	74744477	96	9,15	0,0	28,9	2,0	750	149	0.870020445204	1.0	1.0,1.0	0.736,1.0	0.132
97	"ENSG00000225470.10"	"JPX"	chrX	+	73944326	73944662	73944326	73944465	73944583	73944662	97	4,3	100,82	3,3	98,72	267	149	0.833703131844	1.0	0.022,0.02	0.017,0.023	0.001
100	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73998953	74000496	100	3,0	46,57	5,3	58,67	258	149	0.116037613236	0.30424737554372566	0.036,0.0	0.047,0.025	-0.018
101	"ENSG00000225470.10"	"JPX"	chrX	+	73998953	73999669	73998953	73999051	73999185	73999669	101	45,69	1,0	75,69	2,0	283	149	0.594784409664	0.9588668320259787	0.96,1.0	0.952,1.0	0.004
102	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73999354	74000496	102	94,107	7,2	174,114	1,1	659	149	0.00153078777204	0.009746565060586082	0.752,0.924	0.975,0.963	-0.131
103	"ENSG00000147099.21"	"HDAC8"	chrX	-	72329567	72330876	72329567	72330076	72330815	72330876	103	10,8	6,1	8,15	4,3	888	149	0.834710228213	1.0	0.219,0.573	0.251,0.456	0.042
104	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567581	72568030	72567581	72567796	72567888	72568030	104	2,5	5,2	4,3	5,1	241	149	0.802174923228	1.0	0.198,0.607	0.331,0.65	-0.088
105	"ENSG00000198034.11"	"RPS4X"	chrX	-	72273800	72275150	72273800	72273972	72275052	72275150	105	316,275	5711,5000	498,398	13221,9745	1229	149	1	1.0	0.007,0.007	0.005,0.005	0.002
116	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	116	4292,3977	126,94	2546,1877	220,122	3420	149	5.44009282066e-15	9.501616665175478e-13	0.597,0.648	0.335,0.401	0.255
117	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71545037	71547906	71548023	117	3641,3424	2,5	2184,1590	1,4	3018	149	0.905060206898	1.0	0.989,0.971	0.991,0.952	0.008
118	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148206	71147549	71147627	71148062	71148206	118	8,5	0,0	6,0	1,0	584	149	1	1.0	1.0,1.0	0.605,NA	0.395
119	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148905	71147549	71148206	71148845	71148905	119	3,4	3,3	4,0	3,0	788	149	1	1.0	0.159,0.201	0.201,NA	-0.021
124	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289254	70289593	70289254	70289354	70289521	70289593	124	20,18	25,21	9,6	47,32	316	149	2.2540500528e-05	0.00028538022502064335	0.274,0.288	0.083,0.081	0.199
128	"ENSG00000235437.11"	"LINC01278"	chrX	-	63238992	63239830	63238992	63239059	63239786	63239830	128	0,6	1,0	1,0	5,2	876	149	0.0621443870201	0.1881566133655502	0.0,1.0	0.033,0.0	0.483
129	"ENSG00000102349.18"	"KLF8"	chrX	+	56265179	56269489	56265179	56265744	56269377	56269489	129	139,147	58,51	206,92	126,73	3782	149	0.00123187080785	0.00820357639369779	0.086,0.102	0.061,0.047	0.04
134	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431260	53431906	53431260	53431594	53431797	53431906	134	48,48	944,868	80,43	1628,1245	352	149	0.216827836203	0.4836598646893949	0.021,0.023	0.02,0.014	0.005
135	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431257	53432116	53431257	53431594	53431973	53432116	135	45,52	10,5	76,32	12,11	528	149	0.389209054556	0.7374892265565274	0.559,0.746	0.641,0.451	0.107
136	"ENSG00000126012.14"	"KDM5C"	chrX	-	53198489	53198888	53198489	53198637	53198763	53198888	136	27,55	222,232	26,29	365,233	275	149	0.00158869195213	0.01001566665473261	0.062,0.114	0.037,0.063	0.038
137	"ENSG00000126012.14"	"KDM5C"	chrX	-	53211496	53211906	53211496	53211655	53211786	53211906	137	0,0	282,245	3,0	343,262	280	149	1	1.0	0.0,0.0	0.005,0.0	-0.003
138	"ENSG00000184205.14"	"TSPYL2"	chrX	+	53084531	53084866	53084531	53084622	53084754	53084866	138	33,24	103,107	15,11	56,42	281	149	0.863022503022	1.0	0.145,0.106	0.124,0.122	0.003
145	"ENSG00000269313.6"	"MAGIX"	chrX	+	49164706	49165090	49164706	49164789	49164862	49165090	145	19,4	2,2	5,6	3,2	222	149	0.240879116093	0.5233689587714745	0.864,0.573	0.528,0.668	0.12
146	"ENSG00000269313.6"	"MAGIX"	chrX	+	49164706	49165090	49164706	49164789	49164907	49165090	146	20,4	6,5	6,7	2,5	267	149	0.952483495331	1.0	0.65,0.309	0.626,0.439	-0.053
147	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976111	48975154	48975291	48976017	48976111	147	431,435	13,7	346,171	23,8	875	149	0.00173848763705	0.010809285995735638	0.85,0.914	0.719,0.784	0.13
148	"ENSG00000068400.14"	"GRIPAP1"	chrX	-	48975154	48976111	48975154	48975309	48976017	48976111	148	405,408	216,212	318,158	195,156	857	149	0.00902705143931	0.040927958885603154	0.246,0.251	0.221,0.15	0.063
