ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39115	39203	12	18,8	0,4	24,29	7,2	245	149	0.632298963294	0.9823262217064453	1.0,0.549	0.676,0.898	-0.013
14	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39019	39873	40028	14	16,8	2,0	22,10	0,0	298	149	0.788948936864	1.0	0.8,1.0	1.0,1.0	-0.1
15	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39059	39873	40028	15	14,9	3,0	27,15	4,0	298	149	0.745540891961	1.0	0.7,1.0	0.771,1.0	-0.035
16	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39088	39873	40028	16	14,9	2,0	25,18	5,2	298	149	0.0714488250997	0.22438888974056262	0.778,1.0	0.714,0.818	0.123
17	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39377	39873	40028	17	14,10	0,4	19,5	0,0	298	149	0.0096207612808	0.04799010075524465	1.0,0.556	1.0,1.0	-0.222
20	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	40028	38785	39203	39873	40028	20	14,14	0,2	18,19	10,4	298	149	0.00262254720452	0.01767834171494094	1.0,0.778	0.474,0.704	0.3
21	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40872	38780	40028	40641	40872	21	8,15	24,19	13,18	16,13	298	149	0.0865116409219	0.26038181905392316	0.143,0.283	0.289,0.409	-0.136
22	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39873	40872	39873	40055	40641	40872	22	6,12	2,0	13,17	0,0	298	149	0.613644458658	0.9661796669033026	0.6,1.0	1.0,1.0	-0.2
34	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	149088	150087	149088	149164	149744	150087	34	4,2	0,2	7,4	0,0	298	149	0.299892291496	0.6328560384708644	1.0,0.333	1.0,1.0	-0.334
39	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	83299	84295	83299	84116	84215	84295	39	1,4	1,0	5,2	0,2	248	149	0.39043503066	0.7500519975917455	0.375,1.0	1.0,0.375	0.0
54	"ENSG00000269335.7"	"IKBKG"	chrX	+	154561687	154562953	154561687	154561784	154562809	154562953	54	0,1	3,1	0,0	0,2	298	149	1	1.0	0.0,0.333	NA,0.0	0.167
55	"ENSG00000071889.17"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242	55	34,37	15,4	65,33	13,6	246	149	0.620334426792	0.9700865871426152	0.579,0.849	0.752,0.769	-0.046
56	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	56	86,71	490,498	54,48	641,479	296	149	0.000878383731759	0.007548734400648329	0.081,0.067	0.041,0.048	0.03
57	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154350908	154351696	57	292,239	1137,1090	222,181	1474,1033	298	149	0.00185787656472	0.013536161311191754	0.114,0.099	0.07,0.081	0.031
58	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696	58	290,257	5,1	220,168	0,1	298	149	0.566086256375	0.9260083377775196	0.967,0.992	1.0,0.988	-0.014
59	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351580	154351696	59	204,220	981,1007	128,104	1029,695	298	149	0.000635465251997	0.005825897620717003	0.094,0.098	0.059,0.07	0.032
61	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932070	153932431	61	19,20	412,443	34,32	939,718	298	149	0.65298510542	0.9981343754277143	0.023,0.022	0.018,0.022	0.003
62	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932315	153932431	62	12,10	2,0	26,19	7,8	298	149	0.00775292251589	0.040508220325458276	0.75,1.0	0.65,0.543	0.278
63	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	63	23,36	439,454	43,31	886,727	298	149	0.0907431974767	0.2697089480557472	0.026,0.038	0.024,0.021	0.01
65	"ENSG00000185247.15"	"MAGEA11"	chrX	+	149713142	149714576	149713142	149713255	149714480	149714576	65	12,2	0,2	3,0	0,0	298	149	1	1.0	1.0,0.333	1.0,NA	-0.334
77	"ENSG00000147224.13"	"PRPS1"	chrX	+	107649939	107651026	107649939	107650522	107650577	107651026	77	43,31	1,1	45,18	0,0	204	149	0.31942278202	0.6628393540032614	0.969,0.958	1.0,1.0	-0.036
78	"ENSG00000166707.12"	"ZCCHC18"	chrX	+	104113433	104115842	104113433	104113573	104115251	104115842	78	2,4	3,0	0,0	2,0	298	149	1	1.0	0.25,1.0	0.0,NA	0.625
