ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
33	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	97367	97448	97371	97448	95173	95232	33	53,51	0,0	35,20	0,2	153	149	0.732787809966	1.0	1.0,1.0	1.0,0.907	0.046
79	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154561687	154561784	79	2,1	1,3	2,0	2,1	205	149	0.307413368921	0.8976913675011596	0.592,0.195	0.421,0.0	0.183
82	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350908	154351696	154349648	154349867	82	2689,2458	2,0	2775,1980	0,0	1027	149	1	1.0	0.995,1.0	1.0,1.0	-0.002
83	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207	83	1460,1401	5,1	1667,1189	0,1	821	149	0.919255994576	1.0	0.981,0.996	1.0,0.995	-0.009
84	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	84	7,16	169,168	0,6	165,83	428	149	0.0202645872732	0.14329823993931048	0.014,0.032	0.0,0.025	0.01
85	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	85	419,449	2,0	956,725	7,8	394	149	0.0462294495209	0.25982927937474176	0.988,1.0	0.981,0.972	0.018
86	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	86	459,437	13,4	803,583	10,10	167	149	0.519268347057	1.0	0.969,0.99	0.986,0.981	-0.004
88	"ENSG00000262919.8"	"CCNQ"	chrX	-	153598961	153599117	153598965	153599117	153596003	153596187	88	26,33	10,7	46,33	8,6	153	149	0.249871811289	0.7885090276192515	0.717,0.821	0.848,0.843	-0.077
89	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152959698	152959896	152963838	152963949	89	0,0	137,102	4,2	267,148	190	149	1	1.0	0.0,0.0	0.012,0.01	-0.011
93	"ENSG00000197620.11"	"EOLA1"	chrX	+	149542018	149542085	149542018	149542066	149545367	149545500	93	20,14	23,38	23,4	64,44	168	149	0.0275735468078	0.17920456741355537	0.435,0.246	0.242,0.075	0.182
94	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526935	149527068	149500948	149501037	94	17,36	0,14	27,23	2,4	555	149	0.943183341836	1.0	1.0,0.408	0.784,0.607	0.008
99	"ENSG00000165359.16"	"INTS6L"	chrX	+	135577192	135577427	135577192	135577295	135579787	135580162	99	0,0	1,0	1,0	0,0	281	149	1	1.0	0.0,NA	1.0,NA	-1.0
105	"ENSG00000125676.20"	"THOC2"	chrX	-	123620374	123620965	123620906	123620965	123619400	123619436	105	38,44	103,108	55,52	216,115	681	149	0.430774576712	1.0	0.075,0.082	0.053,0.09	0.007
106	"ENSG00000125676.20"	"THOC2"	chrX	-	123706853	123706949	123706857	123706949	123703453	123703505	106	0,0	71,56	0,2	83,48	153	149	1	1.0	0.0,0.0	0.0,0.039	-0.019
107	"ENSG00000101901.13"	"ALG13"	chrX	+	111681169	111681424	111681169	111681299	111682131	111682294	107	3,14	20,16	5,12	42,26	274	149	0.299262264595	0.8850275499456783	0.075,0.322	0.061,0.201	0.068
108	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682294	111682131	111682235	111684964	111685103	108	65,78	0,2	103,81	2,0	208	149	1	1.0	1.0,0.965	0.974,1.0	-0.005
109	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682300	111682131	111682235	111684964	111685103	109	16,19	0,2	26,23	2,0	214	149	0.682843395861	1.0	1.0,0.869	0.901,1.0	-0.016
110	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682300	111682131	111682294	111684964	111685103	110	0,3	49,62	0,0	77,58	155	149	0.444182443132	1.0	0.0,0.044	0.0,0.0	0.022
114	"ENSG00000172465.14"	"TCEAL1"	chrX	+	103629493	103629573	103629493	103629561	103629884	103630953	114	13,5	26,44	10,23	62,34	161	149	0.515521097439	1.0	0.316,0.095	0.13,0.385	-0.052
115	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103586218	103586301	103586218	103586291	103586648	103587518	115	2,6	476,414	10,11	897,696	159	149	0.762434103657	1.0	0.004,0.013	0.01,0.015	-0.004
119	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486098	101486022	101486092	101487192	101487272	119	0,1	12,9	4,1	17,7	155	149	0.0087571597602	0.08089240795438984	0.0,0.097	0.184,0.121	-0.104
120	"ENSG00000102385.13"	"DRP2"	chrX	+	101242903	101243098	101242903	101242982	101245016	101245077	120	5,0	1,2	3,3	1,2	265	149	0.34020226334	0.9508217103605128	0.738,0.0	0.628,0.458	-0.174
