ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
32	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39059	38780	39019	39873	40028	32	11,0	2,0	5,2	0,0	189	149	1	1.0	0.813,NA	1.0,1.0	-0.187
33	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39088	38780	39019	39873	40028	33	11,1	2,0	10,6	0,0	218	149	0.72136333137	1.0	0.79,1.0	1.0,1.0	-0.105
34	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39019	39873	40028	34	10,7	2,0	11,9	0,0	298	149	0.740917447167	1.0	0.714,1.0	1.0,1.0	-0.143
35	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39088	38780	39059	39873	40028	35	3,1	3,0	9,4	4,0	178	149	0.801780635293	1.0	0.456,1.0	0.653,1.0	-0.099
36	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39059	39873	40028	36	8,8	3,0	16,14	4,0	298	149	0.877243422429	1.0	0.571,1.0	0.667,1.0	-0.048
37	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	39377	38780	39088	39873	40028	37	8,8	2,0	14,17	5,2	298	149	0.0916156236206	0.462728019439025	0.667,1.0	0.583,0.81	0.137
38	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39019	39873	40028	38	10,2	2,0	10,9	0,0	292	149	0.827351409612	1.0	0.718,1.0	1.0,1.0	-0.141
39	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39201	38785	39019	39873	40028	39	10,3	2,0	11,9	0,0	298	149	0.791839601721	1.0	0.714,1.0	1.0,1.0	-0.143
40	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39873	40028	40	10,5	2,0	21,13	0,0	298	149	0.764201062758	1.0	0.714,1.0	1.0,1.0	-0.143
41	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39059	39873	40028	41	2,2	3,0	9,7	4,0	252	149	0.731561059552	1.0	0.283,1.0	0.571,1.0	-0.144
42	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39201	38785	39059	39873	40028	42	8,4	3,0	16,13	4,0	291	149	0.93706195197	1.0	0.577,1.0	0.672,1.0	-0.048
43	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39059	39873	40028	43	8,6	3,0	26,18	4,0	293	149	0.725965651781	1.0	0.576,1.0	0.768,1.0	-0.096
44	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39162	38785	39088	39873	40028	44	1,1	2,0	5,5	5,2	223	149	0.565124980682	1.0	0.25,1.0	0.401,0.626	0.111
45	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39201	38785	39088	39873	40028	45	7,3	2,0	12,11	5,2	262	149	0.127125979725	0.5669644732603601	0.666,1.0	0.577,0.758	0.165
46	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39088	39873	40028	46	7,5	2,0	22,16	5,2	264	149	0.175425754387	0.6900829355266389	0.664,1.0	0.713,0.819	0.066
50	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39111	38789	39019	39873	40028	50	9,1	2,0	6,7	0,0	241	149	0.939237946646	1.0	0.736,1.0	1.0,1.0	-0.132
51	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39770	38789	39019	39873	40028	51	14,3	2,0	12,9	0,0	298	149	0.778728611888	1.0	0.778,1.0	1.0,1.0	-0.111
52	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39111	38789	39059	39873	40028	52	1,1	3,0	5,5	4,0	201	149	0.747300588663	1.0	0.198,1.0	0.481,1.0	-0.141
53	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39770	38789	39059	39873	40028	53	12,4	3,0	17,14	4,0	298	149	0.854008883941	1.0	0.667,1.0	0.68,1.0	-0.007
54	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39111	38789	39088	39873	40028	54	0,0	2,0	1,3	5,2	172	149	1	1.0	0.0,NA	0.148,0.565	-0.356
55	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38789	39770	38789	39088	39873	40028	55	12,4	2,0	15,17	5,2	298	149	0.0922496306103	0.4653344581000529	0.75,1.0	0.6,0.81	0.17
58	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39115	39377	39115	39203	39873	40028	58	8,13	0,2	7,18	10,4	298	149	0.00414298680256	0.059587802371194994	1.0,0.765	0.259,0.692	0.407
63	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39873	40055	39873	40028	40641	40872	63	4,3	24,19	2,2	16,13	176	149	0.614825031896	1.0	0.124,0.118	0.096,0.115	0.015
80	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140386	140516	140424	140516	137925	138140	80	0,1	4,2	0,0	2,1	187	149	1	1.0	0.0,0.285	0.0,0.0	0.142
81	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140413	140516	140424	140516	137925	138140	81	2,2	4,2	4,1	2,1	160	149	0.233906946974	0.8219922192547059	0.318,0.482	0.651,0.482	-0.166
84	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140368	140516	140424	140516	137960	138140	84	0,1	4,2	0,0	2,1	205	149	1	1.0	0.0,0.267	0.0,0.0	0.134
85	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	140390	140516	140424	140516	137975	138140	85	0,1	4,2	0,0	2,1	183	149	1	1.0	0.0,0.289	0.0,0.0	0.144
89	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	143413	143629	143416	143629	142142	142240	89	0,0	2,3	0,1	1,6	152	149	1	1.0	0.0,0.0	0.0,0.14	-0.07
95	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	148037	149494	149088	149494	142142	142240	95	0,0	1,0	3,2	1,2	298	149	1	1.0	0.0,NA	0.6,0.333	-0.467
96	"ENSG00000308185.1"	"ENSG00000308185"	chrGL000195.1	+	148867	149492	149088	149492	142142	142240	96	0,0	1,0	3,2	1,2	298	149	1	1.0	0.0,NA	0.6,0.333	-0.467
