ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
58	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696
212	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11763938	11768572	11768682
230	"ENSG00000100258.18"	"LMF2"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537
231	"ENSG00000188130.14"	"MAPK12"	chr22	-	50255614	50256199	50255614	50255694	50256084	50256199
281	"ENSG00000100360.15"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036
297	"ENSG00000185133.15"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532
322	"ENSG00000228315.13"	"GUSBP11"	chr22	-	23694118	23695517	23694118	23694729	23695133	23695517
346	"ENSG00000093010.15"	"COMT"	chr22	+	19961696	19962815	19961696	19961874	19962232	19962815
426	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63734824	63733586	63733712	63734644	63734824
452	"ENSG00000130826.19"	"DKC1"	chrX	+	154774601	154776324	154774601	154774705	154776186	154776324
459	"ENSG00000124228.15"	"DDX27"	chr20	+	49233567	49236231	49233567	49233709	49236149	49236231
497	"ENSG00000214078.13"	"CPNE1"	chr20	-	35630438	35631034	35630438	35630490	35630900	35631034
524	"ENSG00000101310.17"	"SEC23B"	chr20	+	18507939	18508297	18507939	18507972	18508090	18508297
584	"ENSG00000039650.12"	"PNKP"	chr19	-	49861448	49861881	49861448	49861510	49861771	49861881
693	"ENSG00000232677.12"	"LINC00665"	chr19	-	36324923	36327225	36324923	36325887	36326481	36327225
694	"ENSG00000232677.12"	"LINC00665"	chr19	-	36324923	36327225	36324923	36325896	36326481	36327225
695	"ENSG00000232677.12"	"LINC00665"	chr19	-	36324923	36327225	36324923	36325887	36326996	36327225
704	"ENSG00000075702.19"	"WDR62"	chr19	+	36102013	36102851	36102013	36102248	36102446	36102851
715	"ENSG00000267796.8"	"LIN37"	chr19	+	35752433	35752999	35752433	35752484	35752913	35752999
830	"ENSG00000011243.19"	"AKAP8L"	chr19	-	15397713	15400864	15397713	15397855	15400793	15400864
