ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
33	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	97367	97448	97371	97448	95173	95232	33	42,44	0,0	35,20	0,2	153	149	0.732787809966	1.0	1.0,1.0	1.0,0.907	0.046
79	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154561687	154561784	79	6,0	0,1	2,0	2,1	205	149	0.0157445494625	0.12743190474554852	1.0,0.0	0.421,0.0	0.289
82	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154450028	154450099	82	471,461	1,3	676,474	0,0	345	149	1	1.0	0.995,0.985	1.0,1.0	-0.01
83	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207	83	1359,1104	0,3	1667,1189	0,1	821	149	1	1.0	1.0,0.985	1.0,0.995	-0.005
84	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	84	10,14	292,197	0,6	165,83	428	149	0.134165978413	0.5487500019907338	0.012,0.024	0.0,0.025	0.006
85	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	85	379,335	1,5	956,725	7,8	394	149	0.623944946325	1.0	0.993,0.962	0.981,0.972	0.001
86	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	86	386,313	3,6	803,583	10,10	167	149	0.609348441518	1.0	0.991,0.979	0.986,0.981	0.001
88	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153694343	153694446	153694343	153694420	153694532	153694633	88	482,371	2,0	648,426	0,0	175	149	1	1.0	0.995,1.0	1.0,1.0	-0.002
89	"ENSG00000262919.8"	"CCNQ"	chrX	-	153598961	153599117	153598965	153599117	153596003	153596187	89	34,47	4,8	46,33	8,6	153	149	0.652853603985	1.0	0.892,0.851	0.848,0.843	0.026
90	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152959698	152959896	152963838	152963949	90	2,0	135,83	4,2	267,148	190	149	1	1.0	0.011,0.0	0.012,0.01	-0.005
94	"ENSG00000197620.11"	"EOLA1"	chrX	+	149542018	149542085	149542018	149542066	149545367	149545500	94	10,18	33,35	23,4	64,44	168	149	0.130543254715	0.5402018223578439	0.212,0.313	0.242,0.075	0.104
95	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526935	149527068	149500948	149501037	95	32,28	5,6	27,23	2,4	555	149	0.364527311401	1.0	0.632,0.556	0.784,0.607	-0.101
106	"ENSG00000125676.20"	"THOC2"	chrX	-	123620374	123620965	123620906	123620965	123619400	123619436	106	49,25	73,92	55,52	216,115	681	149	0.164667691147	0.6297597918916051	0.128,0.056	0.053,0.09	0.021
107	"ENSG00000125676.20"	"THOC2"	chrX	-	123706853	123706949	123706857	123706949	123703453	123703505	107	1,0	43,64	0,2	83,48	153	149	1	1.0	0.022,0.0	0.0,0.039	-0.009
108	"ENSG00000101901.13"	"ALG13"	chrX	+	111681169	111681424	111681169	111681299	111682131	111682294	108	12,15	9,12	5,12	42,26	274	149	9.27609594997e-05	0.0029239208631744243	0.42,0.405	0.061,0.201	0.281
109	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682294	111682131	111682235	111684964	111685103	109	34,48	0,0	103,81	2,0	208	149	1	1.0	1.0,1.0	0.974,1.0	0.013
110	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682300	111682131	111682235	111684964	111685103	110	9,12	0,0	26,23	2,0	214	149	0.519058878874	1.0	1.0,1.0	0.901,1.0	0.049
111	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682300	111682131	111682294	111684964	111685103	111	2,0	27,36	0,0	77,58	155	149	0.43942251165	1.0	0.066,0.0	0.0,0.0	0.033
115	"ENSG00000172465.14"	"TCEAL1"	chrX	+	103629493	103629573	103629493	103629561	103629884	103630953	115	4,6	27,18	10,23	62,34	161	149	0.283372998448	0.8769672369258851	0.121,0.236	0.13,0.385	-0.079
116	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103586218	103586301	103586218	103586291	103586648	103587518	116	2,4	306,348	10,11	897,696	159	149	0.762400374244	1.0	0.006,0.011	0.01,0.015	-0.004
120	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101486022	101486098	101486022	101486092	101487192	101487272	120	0,2	7,9	4,1	17,7	155	149	0.104873734262	0.46631016548597337	0.0,0.176	0.184,0.121	-0.065
121	"ENSG00000102385.13"	"DRP2"	chrX	+	101242903	101243098	101242903	101242982	101245016	101245077	121	2,2	2,0	3,3	1,2	265	149	0.39145455309	1.0	0.36,1.0	0.628,0.458	0.137
132	"ENSG00000225470.10"	"JPX"	chrX	+	73944317	73944465	73944317	73944414	73944583	73944662	132	70,48	4,0	98,72	0,0	200	149	0.320065310351	0.9387948543024905	0.929,1.0	1.0,1.0	-0.035
134	"ENSG00000225470.10"	"JPX"	chrX	+	73944338	73944465	73944338	73944462	73944583	73944662	134	70,48	1,0	98,72	0,0	152	149	1	1.0	0.986,1.0	1.0,1.0	-0.007
136	"ENSG00000230590.13"	"FTX"	chrX	-	74280376	74280494	74280393	74280494	74274341	74274410	136	2,1	4,4	2,0	9,2	166	149	0.226047469366	0.7686032758757786	0.31,0.183	0.166,0.0	0.163
139	"ENSG00000198034.11"	"RPS4X"	chrX	-	72273800	72275150	72275052	72275150	72273231	72273389	139	4093,3706	3,0	10747,7932	0,0	1401	149	1	1.0	0.993,1.0	1.0,1.0	-0.004
147	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71545037	71544566	71544635	71547906	71548023	147	398,445	92,76	363,291	220,122	551	149	8.93126750334e-09	1.3380496886126314e-06	0.539,0.613	0.309,0.392	0.226
148	"ENSG00000147162.15"	"OGT"	chrX	+	71546343	71546496	71546343	71546489	71547906	71548023	148	16,18	5,13	19,9	2,0	156	149	0.000266913949015	0.006300370738646673	0.753,0.569	0.901,1.0	-0.289
154	"ENSG00000235437.11"	"LINC01278"	chrX	-	63432363	63432491	63432382	63432491	63426557	63427072	154	18,13	0,0	4,12	1,0	168	149	1	1.0	1.0,1.0	0.78,1.0	0.11
155	"ENSG00000235437.11"	"LINC01278"	chrX	-	63432363	63432491	63432382	63432491	63426574	63428981	155	76,72	0,0	72,79	0,1	168	149	1	1.0	1.0,1.0	1.0,0.986	0.007
161	"ENSG00000083750.13"	"RRAGB"	chrX	+	55717748	55718419	55717748	55717788	55719313	55719347	161	223,253	1,2	395,246	4,0	780	149	0.889902334708	1.0	0.977,0.96	0.95,1.0	-0.007
164	"ENSG00000086758.17"	"HUWE1"	chrX	-	53543840	53543968	53543885	53543968	53542442	53542539	164	219,198	105,67	590,453	238,145	194	149	0.464460712451	1.0	0.616,0.694	0.656,0.706	-0.026
165	"ENSG00000086758.17"	"HUWE1"	chrX	-	53602563	53602658	53602590	53602658	53600117	53600309	165	163,186	10,7	607,411	30,12	176	149	0.816679335124	1.0	0.932,0.957	0.945,0.967	-0.011
166	"ENSG00000126012.14"	"KDM5C"	chrX	-	53193772	53193851	53193781	53193851	53193436	53193636	166	125,114	155,124	163,130	184,116	158	149	0.379495611511	1.0	0.432,0.464	0.455,0.514	-0.037
172	"ENSG00000171365.17"	"CLCN5"	chrX	+	49923406	49923741	49923406	49923482	49925170	49925314	172	9,10	12,11	12,8	12,11	408	149	0.911577581922	1.0	0.215,0.249	0.268,0.21	-0.007
174	"ENSG00000269313.6"	"MAGIX"	chrX	+	49164706	49165090	49164706	49164789	49165189	49165361	174	25,9	3,1	9,8	1,0	450	149	0.0118357468984	0.1031902826379506	0.734,0.749	0.749,1.0	-0.133
175	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061958	49062104	49061958	49062058	49062234	49062325	175	15,14	11,4	41,33	21,10	195	149	0.729640105721	1.0	0.51,0.728	0.599,0.716	-0.038
176	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061958	49062117	49061958	49062058	49062234	49062325	176	58,52	11,4	94,77	21,10	208	149	0.361715062657	0.9984081101436808	0.791,0.903	0.762,0.847	0.042
177	"ENSG00000147144.13"	"CCDC120"	chrX	+	49061958	49062117	49061958	49062104	49062234	49062325	177	43,38	0,0	53,46	0,2	162	149	0.641972459548	1.0	1.0,1.0	1.0,0.955	0.022
