ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
79	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154560406	154560736	79	4,5	0,1	3,0	2,1	205	149	0.00260052931343	0.08926989419032984	1.0,0.784	0.522,0.0	0.631
80	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154561687	154561784	80	3,5	3,4	6,0	0,1	205	149	0.0507077403861	0.4486717183173372	0.421,0.476	1.0,0.0	-0.051
83	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154450028	154450099	83	552,481	0,3	471,461	1,3	298	149	1	1.0	1.0,0.988	0.996,0.987	0.002
84	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207	84	1349,1316	7,5	1053,880	0,3	298	149	1	1.0	0.99,0.992	1.0,0.993	-0.005
85	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	85	4,0	209,267	0,1	292,197	298	149	1	1.0	0.009,0.0	0.0,0.003	0.003
86	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	86	510,412	2,1	377,335	1,5	298	149	0.692830104852	1.0	0.992,0.995	0.995,0.971	0.011
87	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	87	437,421	12,12	386,313	3,6	167	149	0.0290997760253	0.33002787640683134	0.97,0.969	0.991,0.979	-0.015
89	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153694343	153694446	153694343	153694420	153694532	153694633	89	582,555	0,0	482,371	2,0	175	149	1	1.0	1.0,1.0	0.995,1.0	0.002
90	"ENSG00000262919.8"	"CCNQ"	chrX	-	153598961	153599117	153598965	153599117	153596003	153596187	90	32,41	15,16	34,47	4,8	153	149	0.00302389344399	0.09736757385644755	0.675,0.714	0.892,0.851	-0.177
91	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152959698	152959896	152963838	152963949	91	2,0	141,124	2,0	135,83	190	149	1	1.0	0.011,0.0	0.011,0.0	0.0
95	"ENSG00000197620.11"	"EOLA1"	chrX	+	149542018	149542085	149542018	149542066	149545367	149545500	95	22,11	49,45	10,18	33,35	168	149	0.653621911219	1.0	0.285,0.178	0.212,0.313	-0.031
96	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526935	149527068	149500948	149501037	96	12,7	3,9	11,5	5,6	298	149	0.811145476774	1.0	0.667,0.28	0.524,0.294	0.065
97	"ENSG00000241489.8"	"ENSG00000241489"	chrX	-	149526529	149527068	149526935	149527068	149502086	149502223	97	11,4	2,0	11,4	0,0	298	149	0.838414846825	1.0	0.733,1.0	1.0,1.0	-0.133
108	"ENSG00000125676.20"	"THOC2"	chrX	-	123620374	123620965	123620906	123620965	123619400	123619436	108	27,26	119,75	5,15	73,92	298	149	0.00293516405581	0.09611902665637846	0.102,0.148	0.033,0.075	0.071
109	"ENSG00000125676.20"	"THOC2"	chrX	-	123706853	123706949	123706857	123706949	123703453	123703505	109	0,0	57,69	1,0	43,64	153	149	1	1.0	0.0,0.0	0.022,0.0	-0.011
110	"ENSG00000101901.13"	"ALG13"	chrX	+	111681169	111681424	111681169	111681299	111682131	111682294	110	20,14	21,30	12,15	9,12	274	149	0.10348337708	0.6640947744279774	0.341,0.202	0.42,0.405	-0.141
111	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682294	111682131	111682235	111684964	111685103	111	78,87	3,2	34,48	0,0	208	149	0.147176868193	0.7835003865568528	0.949,0.969	1.0,1.0	-0.041
112	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682300	111682131	111682235	111684964	111685103	112	24,20	3,2	9,12	0,0	214	149	0.00526457434524	0.127051727531792	0.848,0.874	1.0,1.0	-0.139
113	"ENSG00000101901.13"	"ALG13"	chrX	+	111682131	111682300	111682131	111682294	111684964	111685103	113	0,0	54,67	2,0	27,36	155	149	0.43908393738	1.0	0.0,0.0	0.066,0.0	-0.033
