ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39115	39203	12	25,11	2,0	11,13	0,2	245	149	0.599284418037	1.0	0.884,1.0	1.0,0.798	0.043
14	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39019	39873	40028	14	36,21	0,1	9,16	0,2	298	149	0.924418254552	1.0	1.0,0.913	1.0,0.8	0.056
15	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39059	39873	40028	15	35,22	1,0	8,16	0,0	298	149	1	1.0	0.946,1.0	1.0,1.0	-0.027
16	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39088	39873	40028	16	33,20	9,6	5,14	5,4	298	149	0.330450146767	0.9215316065241078	0.647,0.625	0.333,0.636	0.151
20	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	40028	38785	39203	39873	40028	20	37,16	1,2	14,14	0,4	298	149	0.390182574178	0.9759822943238637	0.949,0.8	1.0,0.636	0.056
21	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40872	38780	40028	40641	40872	21	15,15	31,14	8,15	9,25	298	149	0.866710766998	1.0	0.195,0.349	0.308,0.231	0.003
22	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39873	40872	39873	40055	40641	40872	22	15,13	0,0	8,11	1,4	298	149	0.000116698167897	0.018113386217110825	1.0,1.0	0.8,0.579	0.31
39	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	83299	84295	83299	84116	84215	84295	39	1,2	0,0	3,4	0,2	248	149	0.507072716608	1.0	1.0,1.0	1.0,0.546	0.227
55	"ENSG00000071889.17"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242	55	56,67	9,13	41,44	11,3	246	149	0.72473064296	1.0	0.79,0.757	0.693,0.899	-0.022
56	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	56	60,55	570,494	73,60	482,403	296	149	0.0512450263566	0.38089730388624	0.05,0.053	0.071,0.07	-0.019
57	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154350908	154351696	57	284,250	1233,1153	263,246	923,811	298	149	0.0255778705548	0.2743555871433561	0.103,0.098	0.125,0.132	-0.028
58	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696	58	287,303	7,5	293,212	0,3	298	149	0.0158680566825	0.2158862897736048	0.953,0.968	1.0,0.972	-0.026
59	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351580	154351696	59	243,331	1062,1061	254,166	875,668	298	149	0.965962487057	1.0	0.103,0.135	0.127,0.111	0.0
61	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932070	153932431	61	44,47	503,409	30,25	373,334	298	149	0.198057956433	0.7319066207652991	0.042,0.054	0.039,0.036	0.011
62	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932315	153932431	62	28,35	2,1	19,21	1,5	298	149	0.112350843749	0.5698742017949463	0.875,0.946	0.905,0.677	0.119
63	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	63	38,34	523,424	32,21	400,388	298	149	0.537052477938	1.0	0.035,0.039	0.038,0.026	0.005
65	"ENSG00000185247.15"	"MAGEA11"	chrX	+	149713142	149714576	149713142	149713255	149714480	149714576	65	0,3	1,5	0,2	0,5	298	149	1	1.0	0.0,0.231	NA,0.167	-0.052
77	"ENSG00000147224.13"	"PRPS1"	chrX	+	107649939	107651026	107649939	107650522	107650577	107651026	77	39,23	0,0	26,18	0,2	204	149	0.811636924674	1.0	1.0,1.0	1.0,0.868	0.066
78	"ENSG00000166707.12"	"ZCCHC18"	chrX	+	104113433	104115842	104113433	104113573	104115251	104115842	78	3,2	1,1	0,4	0,2	298	149	1	1.0	0.6,0.5	NA,0.5	0.05
80	"ENSG00000133142.19"	"TCEAL4"	chrX	+	103585858	103586291	103585858	103586107	103586218	103586291	80	24,26	4,6	24,27	3,1	260	149	0.0631252205718	0.4204547026652427	0.775,0.713	0.821,0.939	-0.136
82	"ENSG00000196440.12"	"ARMCX4"	chrX	+	101531643	101533459	101531643	101532012	101533083	101533459	82	0,2	0,0	4,3	3,1	298	149	1	1.0	NA,1.0	0.4,0.6	0.5
83	"ENSG00000102384.14"	"CENPI"	chrX	+	101098203	101098539	101098203	101098248	101098443	101098539	83	5,4	5,9	3,5	7,7	298	149	0.861920914186	1.0	0.333,0.182	0.176,0.263	0.038
96	"ENSG00000050030.16"	"NEXMIF"	chrX	-	74732855	74744477	74732855	74739498	74740099	74744477	96	13,4	1,0	3,15	0,3	298	149	0.0743425988924	0.46234904494022183	0.867,1.0	1.0,0.714	0.077
97	"ENSG00000225470.10"	"JPX"	chrX	+	73944326	73944662	73944326	73944465	73944583	73944662	97	1,3	93,84	2,4	70,48	267	149	0.257810244167	0.8337526653033096	0.006,0.02	0.016,0.044	-0.017
98	"ENSG00000225470.10"	"JPX"	chrX	+	73944338	73944662	73944338	73944414	73944583	73944662	98	1,3	0,0	2,4	4,0	298	149	0.00597052415263	0.13238842910985738	1.0,1.0	0.2,1.0	0.4
99	"ENSG00000225470.10"	"JPX"	chrX	+	73944338	73944662	73944338	73944462	73944583	73944662	99	1,3	0,1	2,4	1,0	270	149	1	1.0	1.0,0.623	0.525,1.0	0.049
100	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73998953	74000496	100	5,2	60,53	1,1	36,26	258	149	0.124384075693	0.5985449678609137	0.046,0.021	0.016,0.022	0.015
101	"ENSG00000225470.10"	"JPX"	chrX	+	73998953	73999669	73998953	73999051	73999185	73999669	101	61,70	1,0	70,27	1,0	283	149	1	1.0	0.97,1.0	0.974,1.0	-0.002
102	"ENSG00000225470.10"	"JPX"	chrX	+	73998767	74000496	73998767	73998844	73999354	74000496	102	43,32	4,2	33,43	0,2	298	149	0.0360606470693	0.3292457695508406	0.843,0.889	1.0,0.915	-0.092
103	"ENSG00000147099.21"	"HDAC8"	chrX	-	72329567	72330876	72329567	72330076	72330815	72330876	103	4,2	5,1	2,2	0,3	298	149	0.476378538236	1.0	0.286,0.5	1.0,0.25	-0.232
104	"ENSG00000147099.21"	"HDAC8"	chrX	-	72567581	72568030	72567581	72567796	72567888	72568030	104	4,1	5,2	1,7	5,6	241	149	0.860667743919	1.0	0.331,0.236	0.11,0.419	0.019
105	"ENSG00000198034.11"	"RPS4X"	chrX	-	72273800	72275150	72273800	72273972	72275052	72275150	105	292,222	6026,4730	195,159	4420,4237	298	149	0.209457735853	0.7533233504698105	0.024,0.023	0.022,0.018	0.004
116	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71544635	71547906	71548023	116	408,330	103,85	257,281	92,76	298	149	0.199955654746	0.7345006788720816	0.664,0.66	0.583,0.649	0.046
117	"ENSG00000147162.15"	"OGT"	chrX	+	71544566	71548023	71544566	71545037	71547906	71548023	117	368,292	7,2	244,254	3,0	298	149	0.123340384404	0.5957425627704966	0.963,0.986	0.976,1.0	-0.014
118	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148206	71147549	71147627	71148062	71148206	118	0,5	2,1	3,4	0,2	298	149	0.069014832956	0.44129355224531175	0.0,0.714	1.0,0.5	-0.393
119	"ENSG00000196338.15"	"NLGN3"	chrX	+	71147549	71148905	71147549	71148206	71148845	71148905	119	0,1	0,1	0,2	1,0	298	149	1	1.0	NA,0.333	0.0,1.0	-0.167
124	"ENSG00000120509.12"	"PDZD11"	chrX	-	70289254	70289593	70289254	70289354	70289521	70289593	124	10,16	24,20	10,2	20,23	298	149	0.0671322377877	0.4355891756782239	0.172,0.286	0.2,0.042	0.108
128	"ENSG00000235437.11"	"LINC01278"	chrX	-	63238992	63239830	63238992	63239059	63239786	63239830	128	2,1	4,2	0,0	2,0	298	149	1	1.0	0.2,0.2	0.0,NA	0.2
129	"ENSG00000102349.18"	"KLF8"	chrX	+	56265179	56269489	56265179	56265744	56269377	56269489	129	14,5	71,70	14,11	64,65	298	149	0.277976346088	0.8598908775430276	0.09,0.034	0.099,0.078	-0.026
134	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431260	53431906	53431260	53431594	53431797	53431906	134	34,50	1005,930	39,47	871,735	298	149	0.266289396184	0.844740782723334	0.017,0.026	0.022,0.031	-0.005
135	"ENSG00000072506.14"	"HSD17B10"	chrX	-	53431257	53432116	53431257	53431594	53431973	53432116	135	35,39	8,15	27,35	12,9	298	149	0.811455013632	1.0	0.686,0.565	0.529,0.66	0.031
