ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	39203	38785	39019	39115	39203	12	25,11	2,0	11,13	0,2	245	149	0.599284418037	1.0	0.884,1.0	1.0,0.798	0.043
14	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39019	39873	40028	14	73,62	0,1	50,49	0,2	1003	149	0.813427732734	1.0	1.0,0.902	1.0,0.784	0.059
15	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39059	39873	40028	15	70,61	1,0	49,48	0,0	963	149	1	1.0	0.915,1.0	1.0,1.0	-0.042
16	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40028	38780	39088	39873	40028	16	62,58	9,6	45,45	5,4	934	149	0.589592968315	1.0	0.524,0.607	0.589,0.642	-0.05
20	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38785	40028	38785	39203	39873	40028	20	55,52	1,2	43,37	0,4	819	149	0.878501041852	1.0	0.909,0.825	1.0,0.627	0.053
21	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	38780	40872	38780	40028	40641	40872	21	54,40	31,14	16,36	9,25	762	149	0.28388797439	0.8492429619898707	0.254,0.358	0.258,0.22	0.067
22	"ENSG00000301761.1"	"ENSG00000301761"	chrGL000218.1	-	39873	40872	39873	40055	40641	40872	22	52,37	0,0	16,32	1,4	735	149	8.87454251141e-05	0.011800866057936359	1.0,1.0	0.764,0.619	0.308
39	"ENSG00000303853.1"	"ENSG00000303853"	chrGL000195.1	-	83299	84295	83299	84116	84215	84295	39	1,2	0,0	3,4	0,2	248	149	0.507072716608	1.0	1.0,1.0	1.0,0.546	0.227
55	"ENSG00000071889.17"	"FAM3A"	chrX	-	154515759	154516242	154515759	154515812	154515909	154516242	55	56,67	9,13	41,44	11,3	246	149	0.72473064296	1.0	0.79,0.757	0.693,0.899	-0.022
56	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154449882	154449931	56	60,55	570,494	73,60	482,403	296	149	0.0512450263566	0.3603813233144726	0.05,0.053	0.071,0.07	-0.019
57	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154350908	154351696	57	840,780	1233,1153	717,709	923,811	850	149	0.0833964430844	0.47368469411245795	0.107,0.106	0.12,0.133	-0.02
58	"ENSG00000196924.19"	"FLNA"	chrX	-	154350030	154351696	154350030	154350207	154351580	154351696	58	1220,1302	7,5	1153,1002	0,3	1522	149	0.0118859015951	0.16400494907859534	0.945,0.962	1.0,0.97	-0.031
59	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154350908	154351041	154351580	154351696	59	398,546	1062,1061	454,301	875,668	688	149	0.419188396732	0.9885743000027165	0.075,0.1	0.101,0.089	-0.008
61	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932070	153932431	61	170,178	503,409	128,108	373,334	1372	149	0.32210394296	0.8938272730613315	0.035,0.045	0.036,0.034	0.005
62	"ENSG00000102030.16"	"NAA10"	chrX	-	153930762	153932431	153930762	153930847	153932315	153932431	62	180,185	2,1	132,107	1,5	1617	149	0.112396982686	0.5544034555295505	0.892,0.945	0.924,0.664	0.124
63	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932070	153932115	153932315	153932431	63	38,34	523,424	32,21	400,388	349	149	0.538365995359	1.0	0.03,0.033	0.033,0.023	0.003
65	"ENSG00000185247.15"	"MAGEA11"	chrX	+	149713142	149714576	149713142	149713255	149714480	149714576	65	10,10	1,5	4,6	0,5	1374	149	0.865623595083	1.0	0.52,0.178	1.0,0.115	-0.209
77	"ENSG00000147224.13"	"PRPS1"	chrX	+	107649939	107651026	107649939	107650522	107650577	107651026	77	39,23	0,0	26,18	0,2	204	149	0.811636924674	1.0	1.0,1.0	1.0,0.868	0.066
