ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
79	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154560406	154560736	79	4,5	0,1	3,0	2,1	205	149	0.00260052931343	0.08392998638989405	1.0,0.784	0.522,0.0	0.631
80	"ENSG00000269335.7"	"IKBKG"	chrX	+	154558531	154558706	154558531	154558650	154561687	154561784	80	3,5	3,4	6,0	0,1	205	149	0.0507077403861	0.43110919428919026	0.421,0.476	1.0,0.0	-0.051
83	"ENSG00000071859.15"	"FAM50A"	chrX	+	154449680	154449931	154449680	154449735	154450028	154450099	83	552,481	0,3	471,461	1,3	345	149	1	1.0	1.0,0.986	0.995,0.985	0.003
84	"ENSG00000196924.19"	"FLNA"	chrX	-	154350908	154351696	154351580	154351696	154350030	154350207	84	1615,1677	7,5	1359,1104	0,3	821	149	0.158812228796	0.7827645381042857	0.977,0.984	1.0,0.985	-0.012
85	"ENSG00000196924.19"	"FLNA"	chrX	-	154365744	154366224	154366023	154366224	154365348	154365486	85	12,7	209,267	10,14	292,197	428	149	0.514325996025	1.0	0.02,0.009	0.012,0.024	-0.004
86	"ENSG00000102030.16"	"NAA10"	chrX	-	153932070	153932431	153932315	153932431	153930762	153930847	86	515,417	2,1	379,335	1,5	394	149	0.579839751488	1.0	0.99,0.994	0.993,0.962	0.014
87	"ENSG00000102030.16"	"NAA10"	chrX	-	153933942	153934001	153933960	153934001	153932538	153932584	87	437,421	12,12	386,313	3,6	167	149	0.0290997760253	0.3185449302085607	0.97,0.969	0.991,0.979	-0.015
89	"ENSG00000130821.17"	"SLC6A8"	chrX	+	153694343	153694446	153694343	153694420	153694532	153694633	89	582,555	0,0	482,371	2,0	175	149	1	1.0	1.0,1.0	0.995,1.0	0.002
90	"ENSG00000262919.8"	"CCNQ"	chrX	-	153598961	153599117	153598965	153599117	153596003	153596187	90	32,41	15,16	34,47	4,8	153	149	0.00302389344399	0.09200384643617546	0.675,0.714	0.892,0.851	-0.177
91	"ENSG00000147394.20"	"ZNF185"	chrX	+	152959698	152959937	152959698	152959896	152963838	152963949	91	2,0	141,124	2,0	135,83	190	149	1	1.0	0.011,0.0	0.011,0.0	0.0
